accession_id	language	author	title	title_en	year	pages	description	subject_narrow	subject_broad	origin	bio_chrono	category	location	condition	registrar	donation_no	acquisition_date	donor	notes	source_pages
G-B-3665	de	גלסשייב ה .ש.		Das Labyrint in der Medizin - Irrwege und dere Triumphe	1961	348		No Image		Rowohlt Verlag		רפואה	מדעים / פרופ' דר' קלברג / מיכל 4		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה	"הקדשה :לפרופ' דר' קלברג הסקפטי הרוחני ברפואה ,הלוחם הבלתי נלאה בהרואיזם הדיאגנוסטי ,לאדם בעל חיוך חכמת חיים ,בהערכה מהמחבר גלזשייב ,חיפה 28 ,לאוקטובר. | אקסליבריס :פרופ' ד""ר יוליוס קלברג  /אמנותי) .יש חתימת אומן לא קריאה( .ראה תמונה | בG.B3814 - | Widmung:Herrn Prof.Dr.Kleeberg dem geistreichen Skeptiker in der Medizin dem unerschrockenem Kämpfer gegen den Heroismus in der Diagnostik, dem Menschen der Lächelnden | Lebensweisheit in Verehrung überreicht vom verfasser Glasscheib Haifa d.28 Oktober | Exlibris: Prof.Dr. Julius Kleeberg / künstlerich (Künstler unidentifiziert) siehe Bild in G.B.3814"	5443
G-B-3666	de	בוקי פטר א	Bucky Peter A		1991	303		No Image		Econ Verlag Düsseldorf - Wien -New-York		ביוגרפיות	ביוגרפיות / פרופ' דר' קלברג / מיכל 4		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה	"אקסליבריס :פרופ' ד""ר יוליוס קלברג / אמנותי) .יש חתימת אומן לא קריאה( .ראה תמונה | בG.B3814 - | Exlibris: Prof.Dr. Julius Kleeberg / künstlerich (Künstler unidentifiziert) siehe Bild in G.B.3814"	5444
G-B-3667	de	הילדסהיימר וולפגנג		Rede an die Jugend	1991	45	Mit einem Postscripyum für die Eltern	No Image		Suhrkamp		חינוך נוער וספורט	חינוך נוער וספורט / פרופ' דר' קלברג / מיכל 4		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה		5445
G-B-3668	de	פרויד זיגמונד		Briefe 1873 - 1939	1960	511		No Image		S.Fischer Verlag		מכתבים ויומנים	מכתבים ויומנים / פרופ' דר' קלברג / מיכל 4		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה	"אקסליבריס :פרופ' ד""ר יוליוס קלברג / אמנותי) .יש חתימת אומן לא קריאה( .ראה תמונה | בG.B3814 - | Exlibris: Prof.Dr. Julius Kleeberg / künstlerich (Künstler unidentifiziert) siehe Bild in G.B.3814"	5446
G-B-3669	de	הרציג ארנו		Juden in Hamburg 1590 - 1990	1991	733	"Hrsg.: Arno Herzig | ""Katalog zur Ausstellung ""400 Jahre Juden in Hamburg"	No Image		Dölling und Galitz Verlag		קהילות / היסטוריה יהודית	קהילות / פרופ' דר' קלברג / מיכל 5		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה		5447
G-B-3670	de	כצנלסון זיגמונד		Juden im deutschen Kulturbereich	1962	1078	Hrsg.Siegmund Kaznelson	No Image		Jüdischer Verlag Berlin		היסטוריה יהודית	היסטוריה יהודית / פרופ' דר' קלברג / מיכל 5		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה		5448
G-B-3671	de	הילדסהיימר וולפגנג		Endlich allein	1985	78		No Image		Suhrkamp Verlag		אומנות	אמנות / פרופ' דר' קלברג / מיכל 5		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה	"הקדשה :לקלברג מוולפגנג הילדסהיימר | אקסליבריס :פרופ' ד""ר יוליוס קלברג  /אמנותי) .יש חתימת אומן לא קריאה( .ראה תמונה | בG.B3814 - | Widmung: Für Kleeberg, Wolfgang Hildesheimer | Exlibris: Prof.Dr. Julius Kleeberg / künstlerich (Künstler unidentifiziert) siehe Bild in G.B.3814"	5449
G-B-3672	de	וואגנבך קלאוס		Franz Kafka	1964	154		No Image		Rowohlt		ביוגרפיות	ביוגרפיות / פרופ' דר' קלברג / מיכל 5		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה		5450
G-B-3673	de	הילדסהיימר וולפגנג		Das Ende der Fiktion Reden aus 25 Jahren	1984	273		No Image		Suhrkamp		פרוזה	פרוזה / / פרופ' דר' קלברג / מיכל 5		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה	"אקסליבריס :פרופ' ד""ר יוליוס קלברג / אמנותי) .יש חתימת אומן לא קריאה( .ראה תמונה | בG.B3814 - | Exlibris: Prof.Dr. Julius Kleeberg / künstlerich (Künstler unidentifiziert) siehe Bild in G.B.3814"	5451
G-B-3674	de	ברנדזון וולטר	Berendsohn Walter		1966	?	Hrsg.: Walter A. Berendson	No Image		Joseph Melzer Verlag Darmstadt		פרוזה	פרוזה / פרופ' דר' קלברג / מיכל 5		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה	"אקסליבריס :פרופ' ד""ר יוליוס קלברג / אמנותי) .יש חתימת אומן לא קריאה( .ראה תמונה | בG.B3814 - | Exlibris: Prof.Dr. Julius Kleeberg / künstlerich (Künstler unidentifiziert) siehe Bild in G.B.3814"	5452
G-B-3675	de	אנגלמן ברנט		Deutschland ohne Juden - Eine Bilanz	1970	524		No Image		Schneekluth		היסטוריה יהודית	היסטוריה יהודית / פרופ' דר' קלברג / מיכל 5		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה		5453
G-B-3676	de	הילדסהיימר וולפגנג	Hildesheimer Wolfgang		1963	31		No Image		Neske		מוסיקה / פרוזה	מוסיקה / פרופ' דר' קלברג / מיכל 5		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה		5454
G-B-3677	de	הילדסהיימר וולפגנג		Katalog zur Bilderausstellung 23 Okt. - 14 Nov.1976	1976	?		No Image		?		אמנות	אמנות / פרופ' דר' קלברג / מיכל 5		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה		5455
G-B-3678	de	הרצל תאודור		Der Judenstaat	1970	80		No Image		The jewish publication house Ltd .Jerusalem		ציונות / פרוזה	ציונות / פרופ' דר' קלברג / מיכל 5		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה		5456
G-B-3679	de	אורטנאו אריך	Ortenau Erich		1959	68	Sonderdruck	No Image		Ner Tamis Verlag München		ביוגרפיות	ביוגרפיות / פרופ' דר' קלברג / מיכל 5		מרים פולין )קטלוג מרים פולין(	2005.319		רים שולמית ,חיפה		5457
G-B-3680	de	הרמן גאורג		Jettchen Gebert	1907	476		No Image		Egon Fischer &Co Berlin		פרוזה	פרוזה / פורטה & אופנהיימר / מיכל 1		מרים פולין )קטלוג מרים פולין(	2002.170		מריאנה אופנהיימר ,נהריה		5458
G-B-3681	de	נוימן אלפרד	Neumann Alfred		1927	139		\Kaete Walter Porta GB3881 אוסף אקסליבריס\backup\Tchelet_data\Rachel		J.Engelhorns Nachf .Stuttgart		פרוזה	פרוזה / פורטה & אופנהיימר / מיכל 1		מרים פולין )קטלוג מרים פולין(	2002.170		מריאנה אופנהיימר ,נהריה	אקסליבריס :קטה & ולטר פורטה / אמנותי .האמן רשום באתיות ר .ר(?) . | )?( Exlibris: Käte & Walter Porta / künstlerich. Künstler R. R.	5459
G-B-3682	de	קלרמן ברנהרד		Der Tunnel	1913	402		No Image		S.Fischer Verlag Berlin			פרוזה / פורטה & אופנהיימר / מיכל 1		מרים פולין )קטלוג מרים פולין(	2002.170		מריאנה אופנהיימר ,נהריה		5460
G-B-3683	de	הרמן הוגו	Hermann Hugo		1934	411		No Image		Fiba Verlag Wien -Leipzig		ארץ ישראל	ארץ ישראל / פורטה & אופנהיימר / מיכל 1		מרים פולין )קטלוג מרים פולין(	2002.170		מריאנה אופנהיימר ,נהריה		5461
G-B-3684	de	הבה הנס		Off Limits Roman der Besatzung Deutschlands	1985	537		No Image		Wilhelm Heyne Verlag München		פרוזה	פרוזה / פורטה & אופנהיימר / מיכל 1		מרים פולין )קטלוג מרים פולין(	2002.170		מריאנה אופנהיימר ,נהריה		5462
G-B-3685	de	צוייג סטפן		Die Augen des ewigen Bruders,Eine Legende	?	63		No Image		Insel Bücherei			פרוזה / פורטה & אופנהיימר / מיכל 1		מרים פולין )קטלוג מרים פולין(	2002.170		מריאנה אופנהיימר ,נהריה		5463
G-B-3686	de	מיירינק גוסטב		Der Golem	1916	499		No Image		Kurt Wolff Verlag Leipzig			פרוזה / פורטה & אופנהיימר / מיכל 1		מרים פולין )קטלוג מרים פולין(	2002.170		מריאנה אופנהיימר ,נהריה	בG.B.3881- אקסליבריס :קטה & ולטר פורטה / אמנותי .האמן רשום באתיות ר .ר (?) .ראה תמונה | Exlibris: Käte & Walter Porta / künstlerich. Künstler R. R. (?) siehe Bild G.B.3881	5464
G-B-3687	de	צווייג ארנולד		Die Novellen um Claudia	1917	304		No Image		Kurt Wolff Verlag Leipzig			פרוזה / פורטה & אופנהיימר / מיכל 1		מרים פולין )קטלוג מרים פולין(	2002.170		מריאנה אופנהיימר ,נהריה	בG.B.3881- אקסליבריס :קטה & ולטר פורטה / אמנותי .האמן רשום באתיות ר .ר (?) .ראה תמונה | Exlibris: Käte & Walter Porta / künstlerich. Künstler R. R. (?) siehe Bild G.B.3881	5465
G-B-3688	de	שרר אדם	Scharrer Adam		1933	385		No Image		Malik Verlag		פרוזה	פרוזה / פורטה & אופנהיימר / מיכל 1		מרים פולין )קטלוג מרים פולין(	2002.170		מריאנה אופנהיימר ,נהריה		5466
G-B-3689	de	סטיבנזון רוברט לויס		Die Schatzinsel	?	318		No Image		Th.Knaur Nachf.Verlag			פרוזה / פורטה & אופנהיימר / מיכל 1		מרים פולין )קטלוג מרים פולין(	2002.170		מריאנה אופנהיימר ,נהריה		5467
G-B-3690	de	היים סטפן		Reden an den Feind	1988	351		No Image		Fischer Taschenbuch		"היסטוריה כללית / צבא מלח""ע II"	היסטוריה כללית / פורטה & אופנהיימר / מיכל 1		מרים פולין )קטלוג מרים פולין(	2002.170		מריאנה אופנהיימר ,נהריה		5468
G-B-3691	de	הרליץ גאורג	Herlitz Georg		1936	630		No Image		kedem Verlag Berlin -Charlottenburg		מילונים	מילונים / פורטה & אופנהיימר / מיכל 1		מרים פולין )קטלוג מרים פולין(	2002.170		מריאנה אופנהיימר ,נהריה		5469
G-B-3692	de	כץ ריכרד		Funkelnder Ferner Osten - Erlebtes in China, Korea, Japan	1935	298		No Image		Eugen Rentsch Verlag , Erlenbach - Zürich -Leipzig		פרוזה / יומני מסעות	פרוזה / פורטה & אופנהיימר / מיכל 1		מרים פולין )קטלוג מרים פולין(	2002.170		מריאנה אופנהיימר ,נהריה		5470
G-B-3693	de	וסרמן יעקב	Wassermann Jakob		1925	156		No Image		S.Fischer Verlag Berlin		פרוזה	פרוזה / פורטה & אופנהיימר / מיכל 1		מרים פולין )קטלוג מרים פולין(	2002.170		מריאנה אופנהיימר ,נהריה		5471
G-B-3694	de	כץ ריכרד		Ernte - Des Bummels um die Welt 2.Folge	1932	274		No Image		Ullstein Verlag Berlin		פרוזה	פרוזה / פורטה & אופנהיימר / מיכל 1		מרים פולין )קטלוג מרים פולין(	2002.170		מריאנה אופנהיימר ,נהריה		5472
G-B-3695	de	אנדרש אלפרד		Sansibar oder der letzte Grund	1957	212		No Image		Walter Verlag Olten und Freiburg im Breisgau		פרוזה	פרוזה / פורטה & אופנהיימר / מיכל 1		מרים פולין )קטלוג מרים פולין(	2002.170		מריאנה אופנהיימר ,נהריה		5473
G-B-3696	de	פויכטונגר ליאון		Erfolg Drei Jahre Geschichte einer Provinz	1930	583		No Image		Gustav Kiepenhauer Verlag		פרוזה	פרוזה / פורטה & אופנהיימר / מיכל 1		מרים פולין )קטלוג מרים פולין(	2002.170		מריאנה אופנהיימר ,נהריה	בG.B.3881- אקסליבריס :קטה & ולטר פורטה / אמנותי .האמן רשום באתיות ר .ר (?) .ראה תמונה | Exlibris: Käte & Walter Porta / künstlerich. Künstler R. R. (?) siehe Bild G.B.3881	5474
G-B-3697	de	ורפל פרנץ		Die vierzig Tage des Musa Dagh				No Image		Paul Zsolnay Verlag Berlin - Wien -leipzig		פרוזה	פרוזה / פורטה & אופנהיימר / מיכל 1		מרים פולין )קטלוג מרים פולין(	2002.170		מריאנה אופנהיימר ,נהריה		5475
G-B-3698	de	קוסטלר ארתור		Sonnenfinsternis	1946	170		No Image		Alfons Bürger Verlag		פרוזה	פרוזה / פורטה & אופנהיימר / מיכל 1		מרים פולין )קטלוג מרים פולין(	2002.170		מריאנה אופנהיימר ,נהריה		5476
G-B-3699	de	צוייג סטפן		Maria Stuart	1935	524		No Image		Herbert Reichner Verlag Wien - Zürich -Leipzig		ביוגרפיות	ביוגרפיות / פורטה & אופנהיימר / מיכל 1		מרים פולין )קטלוג מרים פולין(	2002.170		מריאנה אופנהיימר ,נהריה		5477
G-B-3700	de	וסרמן יעקב	Wassermann Jakob		1916	605		No Image		S.Fischer Verlag		פרוזה	פרוזה / פורטה & אופנהיימר / מיכל 1		מרים פולין )קטלוג מרים פולין(	2002.170		מריאנה אופנהיימר ,נהריה	בG.B.3881- אקסליבריס :קטה & ולטר פורטה / אמנותי .האמן רשום באתיות ר .ר (?) .ראה תמונה | Exlibris: Käte & Walter Porta / künstlerich. Künstler R. R. (?) siehe Bild G.B.3881	5478
G-B-3701	de	שטיפטר אדלברט		Der Nachsommer	1897	458		No Image		C.F.Amelangs Verlag Leipzig		פרוזה	פרוזה / מעזבונם של שלמה ומריאנה קונרה / מיכל 1		מרים פולין )קטלוג מרים פולין(	2002.213		אורה גפן ,הבת ,בית יצחק		5678
G-B-3702	de	וגנר פרידריך אוגוסט		Lob der Freundschaft	1957	127	Hrsg.: Dr. Friedrich August Wagner	No Image		Kemper Verlag Heidelberg		פרוזה	פרוזה / מספריית שלמה ומריאנה קונרה / מיכל 1		מרים פולין )קטלוג מרים פולין(	2002.213		אורה גפן ,הבת ,בית יצחק		5679
G-B-3703	de	מאן היינריך		Der Untertan	1964	363		No Image		Deutscher Taschenbuch Verlag		פרוזה	פרוזה / מספרייתשלמה ומריאנה קונרה / מיכל 1		מרים פולין )קטלוג מרים פולין(	2002.213		אורה גפן ,הבת ,בית יצחק		5680
G-B-3704	de	בורקהרדט יעקב		Weltgeschichtliche Betrachtungen	?	394		No Image		Alffred Kröner Verlag Leipzig		פילוסופיה	פילוסופיה / מספריית שלמה ומריאנה קונרה / מיכל 1		מרים פולין )קטלוג מרים פולין(	2002.213		אורה גפן ,הבת ,בית יצחק		5681
G-B-3705	de	ילדתי לין	Jaldati Lin		1985	307	Hrsg.: Lin Jaldati & Eberhard Rebling	No Image		Rütlen &Loening Verlag Berlin		שירה	שירה / אתסר יפתח-אל / מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(	2003.227		אסתר יפתח-אל ,מצובה		5841
G-B-3706	de	פלביוס יוספוס	Flavius Josephus		1899	646		No Image		Otto Hendel Verlag Berlin		היסטוריה יהודית	היסטוריה יהודית / מספריית מ .ושלמה קונרה / מיכל 1		מרים פולין )קטלוג מרים פולין(	2002.213		אורה גפן ,הבת ,בית יצחק		5683
G-B-3707	de	היינה היינריך	Heine Heinrich		1916	552		No Image		Birkhäuser Verlag Basel		פרוזה	פרוזה / מספריית מריאנה ושלמה קונרה / מיכל 1		מרים פולין )קטלוג מרים פולין(	2002.213		אורה גפן ,הבת ,בית יצחק		5684
G-B-3708	de	שטיפטר אדלברט		Vom Sankt Stephansturme	1940	45		No Image		Anton Schroll &Co Verlag Wien		פרוזה	פרוזה / מספריית מריאנה ושלמה קונרה / מיכל 1		מרים פולין )קטלוג מרים פולין(	2002.213		אורה גפן ,הבת ,בית יצחק		5685
G-B-3709	de	רהם ולתר		Nachsommer - Zur Deutung von Stifters Dichtung	1951	141		No Image		A.Franke A.G.Verlag Bern		פרוזה	פרוזה / מספריית מריאנה ושלמה קונרה / מיכל 1		מרים פולין )קטלוג מרים פולין(	2002.213		אורה גפן ,הבת ,בית יצחק		5686
G-B-3710	de	בשביס-זינגר יצחק		Soscha	1955	328		No Image		Deutscher Taschenbuch Verlag		פרוזה	פרוזה / מספריית מ .ושלמה קונרה / מיכל 3		מרים פולין )קטלוג מרים פולין(	2002.213		אורה גפן ,הבת ,בית יצחק		5725
