accession_id	accession_raw	artist	artist_en	work_title	work_title_en	item_type	item_type_en	technique	technique_en	description	dimensions	years	subject_narrow	subject_broad	origin	origin_en	bio_chrono	category	location	condition	registrar	insurance_value	donation_no	acquisition_date	donor	notes	source_pages
G-F-0453	G.F.0453	לכמן וולף & ורנר		תעודות אישיות				מקור	Original	"נעמי סמואלוב הפקידה מספר מסמכים מעיזבון סבה וולף | לכמן ואביה ד,ר ורנר לכמן. | קטגוריות: | .1 תעודות אישיות | .2 מלח""ע * Iעיטור צלב הכבוד לורנר לכמן | .3 קהילה *בגרמניה | .4 המאה ה 19- | .5 פריטים *צלב הכבוד"	.Wolff Lachmannהמסמך הונפק ב 1853-בברלין		No Image	"תעודת מעבר וזהות מפוארת ל""סוחר נוסע"" וולף לכמן"					נרשם ב 31.05.2012-		נילי דוידסון		2012.738		נעמי סמואלוב ,הבת / הנכדה ,ירושלים	הסכם תרומה נחתם ב 31.05.2012-	7259,7260
G-F-0454	G.F.0454	אופנהיימר ולטר & רזי		תעודות אישיות				מקור	Original	המפקידה ,תמר רוזנבאום ,כתבה שהזוג היו חברים טובים | של הוריה ,לא היו להם ילדים.			No Image	-ספר המשפחה -Deutsches Einheits-Familien					נרשם ב 03.06.2012-	כרטיס 1 מתוך 1	נילי דוידסון		2012.739		תמר רוזנבאום ,רמת גן	הסכם תרומה חתום מ 06.06.2012-	7261,7262
G-F-0455	G.F.0455	לוין יעל	Levin Yael	"השיר ""חד גדיא"""				העתק	Copy	"קטגוריות: | .1 שירה *מסורת *חד גדיא"""			No Image	יעל לוין שלחה תקליטור עליו הקליטה עצמה שרה					נרשם ב 24.06.2012-		נילי דוידסון		2012.742		יעל לוין ,עין ורד	"יעל הבטיחה לשלוח בכתב את ""התנאים"" בהם הושר השיר הגרמני בפסח במשפחת הדודים שלה."	7265,7266
G-F-0456	G.F.0456	האס פריץ & אדית		תעודות אישיות & תמונות				מקור	Original	מתן נוה ,המפקיד ,סיפר שהמסמכים אותם הפקיד שייכים | לזוג פריץ פרידריך האס,יליד  1877 בגרוס ביבראו Gross | Biberauואדית לבית היינה .לפי דברי המפקיד:הזוג גר | ברח' בן יהודה בתל אביב ,שכנים של הסבים שלו .הוא | זוכר אותם במעורפל ,יודע שלא היו להם ילדים - | המסמכים מוכיחים אחרת ,נולד להם בן ב ,1913-לא ידוע | מה עלה בגורלו. | במסמכים רשומה כתובתם בארץ של הזוג האס ברח' | הירקון  134 בתל אביב. | קטגוריות: | .1 תעודות אישיות | .2 קהילה | .3 פלשתינה | .4 תמונות			No Image	-תעודת לידה של פריץ ,יליד ,1877 הונפקה ב.1888-					נרשם ב 18.07.2012-		נילי דוידסון		2012.744		מתן נוה ,נכד של השכנים של בעלי העיזבון ,רח' בן-		7275,7276
G-F-0457	G.F.0457	וול חוה	Wohl Chava	זכרונות						ספר זכרונות בעברית ,שכתבה חוה וול לבית טפליץ-1919 , | ,2012 נולדה בקיל  Kielלמשפחה יהודית אמידה ומשכילה. | את הספר הפקידה במוזיאון דפנה דור ,לבית הורן ,הבת | של רות הורן ,חברתה הטובה של חוה וול מאז הילדות. | קטגוריות: | .1 ביוגרפיה | .2 חינוך | .3 הרייך השלישי | .4 נוער *ארגון Werkleute | .5 הגירה | .6 התיישבות | .7 צבא *שירות בצבא הבריטי | .8 מוזיקה *אריך טפליץ | .9 מדעים *מתמטיקה			No Image	תמצית לתוכן הספר:					נרשם ב 19.09.2012-		נילי דוידסון		2012.751		דפנה דור ,הבת ,קיבוץ הזורע		7296,7297
G-F-0458	G.F.0458	הרצברג אנה	Herzberg Anne	ספרי בישול				מקור	Original	אנה הרצברג לבית אפשטיין ,Epsteinנולדה בפרנקפורט | על המיין .1896-1947 ,ב 1938-עברה עם בעלה מקס | וילדיה לאנגליה .היא אהבה לבשל ובספרייתה היה אוסף | גדול של ספרי בישול ומחברות רצפטים. | קטגוריות: | .1 פרסומים *ספרי בישול | .2 ילדים *ספר בישול לילדות קטנות			No Image	את ספרים שנותרו מאוספה הגדול ,הפקידה הבת,					נרשם ב 05.04.2012-		נילי דוידסון		2012.731		חנה כהנא ,הבת ,בית העמק	חלק מהספרים במצב לא טוב	7208,7209
G-F-0459-1	G.F. 0459 / 1	נחמני עדי & ז'ני		מכתבים מאת אדי נחמני אל ז'ורז' פפה ,סוף שנות ה 20-				מקור	Original	תוכן המכתבים מתייחס ברובו לעשייה הציונית ובעיותיה | בגרמניה בכלל ובדנציג בפרט  -אגודות ,תנועות נוער, | קבוצות ,הכשרות ,עלייה. | המכתבים כתובים גרמנית .אדי משתמש לעיתים במושגים | וכתיב עברי .כמו כן הוא משתמש בקיצורים )אז נהירים | לכל( של תנועות יהודיות ציוניות ואחרות .רשימת | הקיצורים: | J.J.W. B ;Z.V.f.D | קטגוריות: | .1 ציונות *ורוויזיוניזם | .2 חברה *יקים ואוסיודן | .3 פוליטיקה | .4 נוער | .5 תנועות נוער | .6 הכשרה | .7 ציונות			No Image	26.12.1928 -אדי כותב מדנציג .בין היתר :מדווח על					נרשם ב 09.12.2012-	כרטיס 1 מתוך	נילי דוידסון		2012.753		"רחל נחמני-גליק ,הבת ,ארה""ב"	"על פעילותן של תנועות הנוער הציוני בדנציג ,ראה בספרייה העברית של המוזיאון את הספר ""יהודי דאנציג ""1840-1943 מאת אליהו שטרן .הספר תחת האות 'ש' .בספר מוזכרים ,בין היתר, | ז'ורז' פפה ועדי נחמנסון .הספר יצא לאור ב.1983-"	7353,7354,7355,7356,7357
G-F-0459-10	G.F. 0459 / 10	נחמני עדי & ז'ני		התכתבות בעברית של עדי ואחרים מחברי קיבוץ גדרה				מקור ,העתק	Original, Copy	ההתכתבות בתיק היא גם תיעוד למעבר של הקבוצה | מגדרה לכפר סאלד. | קטגוריות: | .1 הכשרה | .2 ציונות | .3 נוער | .4 ארגוני נוער | .5 ארץ ישראל | .6 פוליטיקה *חלוקת הארץ | .7 הנצחה *מאיר מינץ ,מכתב 16.3.1937			No Image	-צילום ,מכתב 7.8.1933 ורדה ,Verdaעדי כותב לגדעון					נרשם ב 14.04.2013-	כרטיס 10 מתוך	נילי דוידסון		2012.753		"רחל נחמני-גליק ,הבת ,ארה""ב"		7473,7474,7475
G-F-0459-11	G.F. 0459 / 11	נחמני עדי & ז'ני		ז'ורז' פפה						ז'ורז' פפה ,1912-1958 ,יליד דנציג ,נפטר בלונדון .עבד | בארץ למען הסוכנות היהודית ,לשכת ההסברה של | הסוכנות היהודית ,משרד החוץ. | קטגוריות: | .1 התכתבות | .2 התיישבות | .3 ציונות | .4 הכשרה | .5 ארגונים *ארגטני נוער * הבונים | .6 קיבוץ | .7 הנצחה *לז'ורז' פפה			No Image	-דברים שנאמרו באזכרה לז'ורז' ,חודש אחרי פטירתו					נרשם ב 17.04.2013-	כרטיס 11 מתוך	נילי דוידסון		2012.753		"רחל נחמני-גליק ,הבת ,ארה""ב"	השם ז'ורז' מופיע לעיתים קרובות גם בכתיב ג'ורג'. | האיש עצמו חתם תמיד בכתיב ז'ורז'.	7470,7471,7472
G-F-0459-12	G.F. 0459 / 12	נחמני עדי & ז'ני											No Image										2012.753				7476,7477,7478
G-F-0459-2	G.F. 0459 / 2	נחמני עדי & ז'ני		אדי )עדי( כותב אל ז'ורז' בציריך .עברית 1937				מקור	Original	"אדי )אדי נחמנזון / עדי נחמני( ,1911-1992 נולד בדנציג. | סביו הגיעו לדנציג ממזרח אירופה. | עלה לארץ ב.1935- | ז'ורז פפה )פפה-פלטי(  ,1912-1961 יליד דנציג .בן | למשפחה יהודית אמידה ,שמקורה במזרח אירופה .השניים | מכירים מילדותם בדנציג וההיכרות היא גם בין הורי | השניים .שניהם חברים בפלוגת ""שער הנגב"" בגדרה. | אדי כותב את מכתביו מתל יוסף ,שם הוא משתתף | במסלולו לימודים ,סמינריון ,לרכישת השכלה בשאלות: | סוציאליזם ותנועת הפועלים בארץ .ההרצאות ניתנות ע""י | צמרת הישוב ביניהם :לויטה ,ברש ,בן גוריון. | ז'ורז' וגיטה נמצאים בציריך .ז'ורז' מחלים ממחלה קשה | )ככל הנראה מחלת לב( ,גיטה לומדת מוזיקה .במקביל | לשהותם בציריך ,נערך שם הקונגרס הציוני ה.20- | במרכז המכתבים עומדים נהושאים: | * חלוקה הארץ בין יהודים וערבים עפ""י ועדת פיל. | * ליכויים בתפקוד ההסתדרות | * הקונגרס ה 20-בציריך  -ההצבעה בנושא חלוקת הארץ | * קשייהם של המתיישבים ,חוסר עבודה ,רעב ,דיכאון. | קטגוריות: | .1 פלשתינה | .2 התיישבות | .3 ציונות | .4 פוליטיקה *בישוב | .5 חברה *בפלוגות ובקיבוצים | .6 כלכלה *קשיי מחיה בישוב | .7 פילוסופיה *על דרך הציונות וההתיישבות | .8 הנושא הערבי | .9 קונגרס ציוני *ה 20-בציריך"			No Image	-מידע בעברית ,הדפסה ,ששלחה רחל נחמני-גליק,					נרשם ב 13.11.2012 & 08.11.2012-	כרטיס 2 מתוך	נילי דוידסון		2012.753		"רחל נחמני-גליק ,הבת ,ארה""ב"	*בקונגרס הציוני ה ,1937 ,20-ציריך ,נדחתה תכנית החלוקה של ועדת פיל. | *הוריו של אדי/עדי בדנציג | -חומרי ארכיון נוספים שמורים בארכיון של גבעת חיים.	7304,7305,7306,7307,7308
G-F-0459-3	G.F. 0459 / 3	נחמני עדי & ז'ני		התכתבות בעברית בין אדי וז'ורז' ,1938-1954 דוחות				מקור	Original	"קטגוריות: | .1 עזרה הדדית *להוצאת יהודים מגרמניה | .2 התיישבות *דוחות מזכיר הקיבוץ | .3 חקלאות | .4 כלכלה *""התחרות"" על מקומות עבודה | .5 הרייך השלישי *משפחת יהודה דויטש בוינה *הבאת | ההורים לארץ. | .6 חברה *היחסים בפלוגה/קיבוץ | .7 שואה"			No Image	-ללא תאריך ,מכתה מז'ורז' אל אדי .המכתב נכתב מתוך					נרשם ב 22.11.2012 & 14.11.2012 & 13.11.2012-	כרטיס 3 מתוך	נילי דוידסון		2012.753		"רחל נחמני-גליק ,הבת ,ארה""ב"	הסבר לשמות הישובים שמופיעים במכתבים כפי שהתפרסו בעת כתיבת המכתבים: | * קיבוץ )הפלוגה( שער הנגב היה ממוקם מדרום לגדרה. | *  1937 כפר סאלד )סולד( בנגב  -מאוחר יותר חפץ חיים | *  1942 קיבוץ כפר סאלד עלה למקום הקבע בגליל העליון	7337,7338,7339,7340,7341,7342,7343,7344
G-F-0459-4	G.F. 0459 / 4	נחמני עדי & ז'ני		מכתבים אל אדי & ז'ני מאנשים שונים				מקור ,העתק	Original, Copy	קטגוריות: | .1 ציונות *סוציאליסטית ורוויזיוניסטית | .2 התיישבות *קשייהסתגלות לחיים בקיבוץ			No Image	19.2.1938 -מכתב אל אדי מאת זיגא .השניים השתתפו					נרשם ב 27.01.2013 & 26.11.2012-	כרטיס 4 מתוך	נילי דוידסון		2012.753		"רחל נחמני-גליק ,הבת ,ארה""ב"		7349,7350,7351
G-F-0459-5	G.F. 0459 / 5	נחמני עדי & ז'ני		מכתבים שכותב אדי אל ז'ני ,גרמנית 1967-1941 ,				מקור	Original	"ז'ני נחמני לבית גולדברג ,1913-2011 נולדה בהמבורג. | הוריה היגרו מבוצ'אץ' )גליציה-פולין( להמבורג .לז'ני אח | מבוגר ממנה ,מקס ,ואחות לוטי/לאה ,גם היא מבוגרת | ממנה .המשפחה היה מבוססת למדי ,הבית מסורתי | ופשרני. | בגיל  10 הצטרפה ז'ני לתנועת הנוער הציוני ,עברה | הכשרה וב 1934-עלתה לארץ .על עדי כבר שמעה | בגרמניה בגלל פעילותו הציונית .השניים נפגשו בארץ | ב""שער הנגב"" ע""י גדרה. | הוכשרה בארץ כאחות ומיילדת .פרטים נוספים בתיק - | כפי שנכתבו ע""י הבת ,רחל נחמני-גליק. | קטגוריות: | .1 חברה *הבראה בירושלים | .2 ציונות *הקונגרס הציוני בציריך 1937 | .3 פוליטיקה *בריטניה מתירה עלייה לארץ | .4 כתיבה אישית *דקלומים ושירים שנשלחים בין בני הזוג | .5 התיישבות *לדרכו של הקיבוץ | .6 מנהגים *כבוד המת והקבורה"			No Image	-דברים שכתבה רחל נחמני-גליק על אמה ,ז'ני נחמני						כרטיס 5 מתוך			2012.753		"רחל נחמני-גליק ,הבת ,ארה""ב"		7369,7370,7371,7372
G-F-0459-6	G.F. 0459 / 6	נחמני עדי & ז'ני		מקס גולדברג ,אחיה הבכור של ז'ני נחמני ובני המשפחה						"מקס גולדברג,יליד ,1903-1988 בהמבורג. | בעת פרוץ מלחמת העולם השנייה היה סטודנט למשפטים | בצרפת ,גוייס לליגיון הזרים הצרפתי ושרת בלבנון. | לוטי היימן ,אחותה של ז'ני ,נשואה לרודי )רודולף( היימן. | הזוג היימן חי בספרד בעת מלחמת האזרחים ותמך | ברפובליקנים ,דבר שברבות הימים יהיה להם לרואץ - | מצוף דף עם הסבריה של המפקידה ,רחל נחמני-גליק. | קטגוריות: | .1 הגירה | מלח""ע II | .3 צבא *מקס חייל בליגיון הצרפתי ,משרת בבירות | .4 עלייה | .5 משפחה *סכסוך במשפחה בגלל כתיבתו של ספר | )לוטי & בוב (Bob"		.(Robert Kalmהמכתבים נשלחים מליסבון	No Image	-מידע שכתבה רחל לחמני-גליק על דודה ,אח אמה,					31.12.2012 & 27.12.2012	כרטיס 6 מתוך	נילי דוידסון		2012.753		"רחל נחמני-גליק ,הבת ,ארה""ב"		7396,7397,7398
