accession_id	accession_raw	artist	artist_en	work_title	work_title_en	technique	technique_en	description	item_type	item_type_en	dimensions	years	subject_narrow	subject_broad	origin	origin_en	bio_chrono	category	location	condition	registrar	insurance_value	donation_no	acquisition_date	donor	notes	source_pages
G-B-4115	G.B.4115	קרופ מיכאל	Krupp Michael		Zionismus und Staat Israel - Ein Geschichtlicher Abriss						187	1983	No Image		GTB Siebenstern			ציונות  /ישראל	ציונות  /מספריית חנה & גרא לוין  /מיכל 2		מרים פולין )מתוך קטלוג מרים פולין(		2002.201		רחל שקד ,הבת ,חיפה		6253
G-B-4116	G.B.4116	בובר מרטין	Buber Martin								207	1950	No Image		Artemis Verlag Zürich			ארץ ישראל	ארץ ישראל  /מספריית חנה & גרא לוין  /מיכל 2		מרים פולין )מתוך קטלוג מרים פולין(		2002.201		רחל שקד ,הבת ,חיפה		6254
G-B-4117	G.B.4117							Hrsg. Ha'aretz			134	1940	No Image		Ha' aretz Tel -Aviv			מילונים	מילונים  /מספריית חנה & גרא לוין  /מיכל 2		מרים פולין )מתוך קטלוג מרים פולין(		2002.201		רחל שקד ,הבת ,חיפה		6255
G-B-4118	G.B.4118	היינה היינריך	Heine Heinrich								103	1920	No Image		Hyperionverlag München			שירה	שירה  /מספריית חנה & גרא לוין  /מיכל 2		מרים פולין )מתוך קטלוג מרים פולין(		2002.201		רחל שקד ,הבת,חיפה		6256
G-B-4119	G.B.4119	גולדשמידט א.ד.	Goldschmidt E.D.					Hrsg.: E.D.Goldschmidt			115	1937	No Image		Schocken Verlag /54			היסטוריה יהודית  /הגדות	היסטוריה יהודית  /מספריית חנה & גרא לוין  /מיכל 2		מרים פולין )מתוך קטלוג מרים פולין(						6266
G-B-4120	G.B.4120	גרץ היינריך	Graetz Heinrich								609	?	No Image		R.Löwoit Verlag , Wien &Berlin			היסטוריה יהודית	היסטוריה יהודית  /מספריית חנה & גרא לוין  /מיכל 2		מרים פולין )מתוך קטלוג מרים פולין(						6267
G-B-4121	G.B.4121	רייק טיודור	Reik Theodor		Nachdenkliche Heiterkeit						122	1933	No Image		Internationaler Psychoanalytiker Verlag Wien			פסיכולוגיה	פסיכולוגיה  /מספריית חנה & גרא לוין  /מיכל 2		מרים פולין )מתוך קטלוג מרים פולין(						6268
G-B-4122	G.B.4122	וייצמן חיים	Weizmann Chaim		Israel und sein Land - Reden und Ansprachen			Mit einem Geleitwort von A.Einstein			58	1924	No Image		Keren Hajessod			ארץ ישראל	ארץ ישראל  /מספריית חנה & גרא לוין  /מיכל 2		מרים פולין )מתוך קטלוג מרים פולין(						6269
G-B-4123	G.B.4123	בהם אדולף			Die Zionistische Bewegung   1.Band						732	1935	No Image		Hoza'ah Ivrith Jerusalem			ציונות	ציונות  /מספריית חנה & גרא לוין  /מיכל 2		מרים פולין )מתוך קטלוג מרים פולין(						6270
G-B-4124	G.B.4124	בהם אדולף			Die Zionistische Bewegung   2.Band						686	1937	No Image		Hoza'ah Ivrith Jerusalem			ציונות	ציונות  /מספריית חנה & גרא לוין  /מיכל 2		מרים פולין )מתוך קטלוג מרים פולין(						6271
G-B-4125	G.B.4125	בלוך ארנסט	Bloch Ernst								63	1967	No Image		Börsenverein des deutschen Buchhandels Frankfurt a			מחקרים בספרות	מחקרים בספרות  /מספריית חנה & גרא לוין  /מיכל 2		מרים פולין )מתוך קטלוג מרים פולין(						6272
G-B-4126	G.B.4126	מרסל גבריאל	Marcel Gabriel								49	1964	No Image		Börsenverein des deutschen Buchhandels			מחקרים בספרות	מחקרים בספרות  /מספריית חנה & גרא לוין  /מיכל 2		מרים פולין )מתוך קטלוג מרים פולין(						6273
G-B-4127	G.B.4127	בן-חורין שלום	Ben-Chorin Shalom		Jerusalem Blackout Miniaturen						32	1940	No Image		Riesenfeld &Goetzler Verlag Jerusalem			פרוזה	פרוזה  /מספריית חנה & גרא לוין  /מיכל 2		מרים פולין )מתוך קטלוג מרים פולין(						6274
G-B-4128	G.B.4128	זינגר אירמה	Singer Irma		Das verschlossene Buch						95	1918	No Image		R.Löwit Verlag			פרוזה	פרוזה  /מספריית חנה & גרא לוין  /מיכל 2		מרים פולין )מתוך קטלוג מרים פולין(						6275
G-B-4129	G.B.4129	רייפנברג אדולף	Reifenberg Adolf								?	1937	No Image		Im Schocken Verlag 75 -76			היסטוריה יהודית  /אמנות	היסטוריה יהודית  /מספריית חנה & גרא לוין  /מיכל 2		מרים פולין )מתוך קטלוג מרים פולין(						6276
G-B-4130	G.B.4130	אורבך אליהו	Auerbach Elias								307	1932	No Image		Kurt Wolff Verlag Berlin			היסטוריה יהודית	היסטוריה יהודית  /מספריית חנה & גרא לוין  /מיכל 2		מרים פולין )מתוך קטלוג מרים פולין(						6277
G-B-4131	G.B.4131	לטריס מ.	Letteris M.					גרמנית ועברית			383	1895	No Image		Jakob B .Brandeis in Prag			ספרי תפילה	ספרי תפילה  /מספריית חנה & גרא לוין  /מיכל 3		מרים פולין )מתוך קטלוג מרים פולין(						6278
G-B-4132	G.B.4132	לטריס מ.	Letteris M.					גרמנית ועברית			514	1895	No Image		Jakob B .Brandeis in Prag			ספרי תפילה	ספרי תפילה  /מספריית חנה & גרא לוין  /מיכל 3		מרים פולין )מתוך קטלוג מרים פולין(						6279
G-B-4133	G.B.4133	לטריס מ.	Letteris M.					גרמנית ועברית			432	1896	No Image		Jakob B Brandeis in Prag			ספרי תפילה	ספרי תפילה  /מספריית חנה & גרא לוין  /מיכל 3		מרים פולין )מתוך קטלוג מרים פולין(						6280
G-B-4134	G.B.4134	לטריס מ.	Letteris M.					גרמנית ועברית			444	1896	No Image		Jakob B.Brandeis in Prag			ספרי תפילה	ספרי תפילה  /מספריית חנה & גרא לוין  /מיכל 3		מרים פולין )מתוך קטלוג מרים פולין(						6281
G-B-4135	G.B.4135	לטריס מ.	Letteris M.					גרמנית ועברית			311	1896	No Image		Jakob B.Brandeis in Prag			ספרי תפילה	ספרי תפילה  /מספריית חנה & גרא לוין  /מיכל 3		מרים פולין )מתוך קטלוג מרים פולין(						6282
G-B-4136	G.B.4136	זכס מיכאל	Sachs Michael		Festgebete deer Israeliten - 1.Band Rosch ha-Schanah			גרמנית ועברית | בתוספת של  38 עמ' עם שירים ובאורים			330	1884	No Image		Luis Gerschel Verlagsbuchhandlung ,Berlin			ספרי תפילה	ספרי תפילה  /מספריית חנה & גרא לוין  /מיכל 3		מרים פולין )מתוך קטלוג מרים פולין(						6283
G-B-4137	G.B.4137	זכס מיכאל	Sachs Michael		Festgebete der Israeliten - 2.Band Rosch ha-Schanah			בתוספת של  24 עמ' עם שירים ובאורים | גרמנית ועברית			308	1884	No Image		Luis Gerschel Verlagsbuchhandlung Berlin			ספרי תפילה	ספרי תפילה  /מספריית חנה & גרא לוין  /מיכל 3		מרים פולין )מתוך קטלוג מרים פולין(						6284
G-B-4138	G.B.4138	זכס מיכאל	Sachs Michael		Festgebete der Israelten - 3.Band Jom Kippur			בתוספת של  46 עמ' עם שירים ובאורים | גרמנית ועברית			92	1884	No Image		Luis Gerschel Verlagsbuchhandlung Berlin			ספרי תפילה	ספרי תפילה  /מספריית חנה & גרא לוין  /מיכל 3		מרים פולין )מתוך קטלוג מרים פולין(						6285
G-B-4139	G.B.4139	זכס מיכאל	Sachs Michael		Festgebete der Israeliten - 4.Band Jom Kippur			גרמנית ועברית			555	1884	No Image		Luis Gerschel Verlagsbuchhandlung Berlin			ספרי תפילה	ספרי תפילה  /מספריית חנה & גרא לוין  /מיכל 3		מרים פולין )מתוך קטלוג מרים פולין(						6286
G-B-4140	G.B.4140	זכס מיכאל	Sachs Michael		Festgebete der Israeliten - 5.Band Sukkoth			בתוספת של  24 עמ' עם שירים ובאורים | גרמנית ועברית			368	1883	No Image		Luis Gerschel Verlagsbuchhandlung			ספרי תפילה	ספרי תפילה  /מספריית חנה & גרא לוין  /מיכל 3		מרים פולין )מתוך קטלוג מרים פולין(						6287
G-B-4141	G.B.4141	שוורץ קרל	Schwarz Karl		Die Juden in der Kunst						228	1928	No Image		Welt Verlag -Berlin			אומנות	אומנות  /ספרים ממקורות שונים  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(						6348
G-B-4142	G.B.4142	זכס מיכאל	Sachs Michael		Festgebete deer Israeliten - 7.Band Pessachfest erste			בתוספת של  27 עמ' עם שירים ובאורים | גרמנית ועברית			340	1883	No Image		Luis Gerschel Verlagsbuchhandlung Berlin			ספרי תפילה	ספרי תפילה  /מספריית חנה & גרא לוין  /מיכל 3		מרים פולין )מתוך קטלוג מרים פולין(						6289
G-B-4143	G.B.4143	זכס מיכאל	Sachs Michael		Festgebete der Israeliten - 8.Band Pessachfest siebte			בתוספת של  25 עמ' עם שירים ובאורים | גרמנית ועברית			378	1883	No Image		Luis Gerschel Verlagsbuchhandlung Berlin			ספרי תפילה	ספרי תפילה  /מספריית חנה & גרא לוין  /מיכל 3		מרים פולין )מתוך קטלוג מרים פולין(						6290
G-B-4144	G.B.4144	זכס מיכאל	Sachs Michael		Festgebete der Israeliten - 9.Band Schavuoth. Erster			בתוספת של  25 עמ' עם שירים ובאורים | גרמנית ועברית			406	1883	No Image		Luis Gerschel Verlagsbuchhandlung Berlin			ספרי תפילה	ספרי תפילה  /מספריית חנה & גרא לוין  /מיכל 3		מרים פולין )מתוך קטלוג מרים פולין(						6291
G-B-4145	G.B.4145			הגדה של פסח	Die Pessach-Haggadah			ההגדה מלווה בציורים צבעוניים. | בסוף הספר תווים לשירי פסח עם טקסט בגרמנית | Übersetzt und erkl'rt von Dr. Philipp Schlasinger und | josef Güns/ | Mit zahlreichebn farbigen Bildern			64	1929	No Image                                                                                                                                  מהדורה 3		Jos .Schlesinger ,Wien			ספרות דתית	ספרות דתית		נילי דוידסון		2009.599		"רחל פלאות ,מעזבון בעלה נפתלי פלאות ז""ל ,ק .טבעון"	הקדשה :להנס היקר לרגל בר המצוה בשנה זאת ,מאת ההורים ברתה ומוריץ פלאוט. | 18 לאפריל  12 - 1933 בניסן 5693 | in diesem Jahr, von deine Eltern Bertha und Moritz Plaut/בר מצוה widmung: Unser lieben Hans anlässlich | 18 April 1933 - 12 Nissan 5693	6295
G-B-4146	G.B.4146	האומן הייקו	Haumann Heiko		Der Eerste Zionistenkongress von 1897 Ursache			Hrsg. : Heiko Haumann			401	1997	No Image		Karger			ציונות	ציונות H /		נילי דוידסון						6297
G-B-4147	G.B.4147	המרשטיין אליעזר			Erinnerungen und Meinungen eines Israeli-Berliner						112	2009	No Image		text Verlag ,Berlin			ביוגרפיות	ביוגרפיות H /		נילי דוידסון		2009.601		אליעזר המרשטיין ,המחבר ,ק .טבעון		6298
G-B-4148	G.B.4148	לותר מרטין	Luther Martin		Die Bibel oder die ganze Heilige Schrift - Altes und Neues						255	1925	No Image		Brittische und Ausländische Bibelgesellschaft Berl			"ספרי תנ""ך & הברית החדשה"	"ספרי תנ""ך  /מספריית חנה & גרא לוין  /מיכל 4"		מרים פולין )מתוך קטלוג מרים פולין(						6304
G-B-4149	G.B.4149	זכס מיכאל	Sachs Michael		Festgebete der Israeliten - 1 Teil Rosch-ha-Schanah						291	1906	No Image		Jakob B.Brandeis Verlag ,Breslau und Prag			ספרי תפילה	ספרי תפילה  /מספריית חנה & גרא לוין  /מיכל 4		מרים פולין )מתוך קטלוג מרים פולין(					Die Gebetbücher gehören Ella Weiss, deren Namen in Gold eingraviert ist	6305
G-B-4150	G.B.4150	זכס מיכאל	Sachs Michael		Festgebete der Israeliten - 5 Teil Sukkoth						295	1911	No Image		Jakpb B .Brandeis Verlag ,Breslau und Prag			סיפרי תפילה	סיפרי תפילה  /מספריית חנה & גרא לוין  /מיכל 4		מרים פולין )מתוך קטלוג מרים פולין(					Die Gebetbücher gehren Ella Weiss - deren Namen in Gold eingraviert ist	6306
G-B-4151	G.B.4151	זכס מיכאל	Sachs Michael		Festgebete der Israeliten - 7 Teil Pessachfest. Erster						358	1910	No Image		Jakob B .Brandeis ,Breslau und Prag			ספרי תפילה	ספרי תפילה  /מספריית חנה & גרא לוין  /מיכל 4		מרים פולין )מתוך קטלוג מרים פולין(					Die Gebetbücher gehören Ella Weiss - deren Namen in Gold eingraviert ist	6307
G-B-4152	G.B.4152	זכס מיכאל	Sachs Michael		Festgebete der Israeliten - 9 Teil Schavuoth. Erster und						398	1911	No Image		Jakob B .Brandeis Verlag ,Breslau und Prag			ספרי תפילה	ספרי תפילה  /מספריית חנה & גרא לוין  /מיכל 4		מרים פולין )מתוך קטלוג מרים פולין(					Die Gebetbücher gehören Ella Weiss, deren Namen in Gold eingraviert ist	6308
G-B-4153	G.B.4153	פירסטנתל ר.י.						בנוסף תפילות בגרמנית  15 עמ'			400	1887	No Image		Jakob B .Brandeis Verlag ,Prag			ספרי תפילה	ספרי תפילה  /מספריית חנה & גרא לוין  /מיכל 4		מרים פולין )מתוך קטלוג מרים פולין(						6309
G-B-4154	G.B.4154				Birkat Zion. Festgebete der Israeliten mit deutscher			fr den ersten u. zweiten Tag des Neujahrsfestes			,315 שטו	?	No Image		?			ספרי תפילה	ספרי תפילה  /מספריית חנה & גרא לוין  /מיכל 4		מרים פולין )מתוך קטלוג מרים פולין(						6310
G-B-4155	G.B.4155	וסרמן יעקב	Wassermann Jakob		Etzel Andergast						661	1931	No Image		S.Fischer Verlag Berlin			פרוזה	פרוזה  /ספרים ממקורות שונים  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(						6315
G-B-4156	G.B.4156	פיל ארל	Peel Earl					…Britische Königliche Kommission unter dem Vorsitz von | Earl Peel und auf Befehl Seiner Britischen Majestät vom | Staatssekretär für Kolonien dem Britischen Parlament | vorgelegt im Juli 1937			462	1937	No Image		Im Schocken Verlag Berlin			ארץ ישראל	ארץ ישראל  /ספרים ממקורות שונים  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(						6316
G-B-4157	G.B.4157	קטץ אלברט	Katz Albert								255	1922	No Image		Benjamin Harz Verlag Berlin -Wien			ביוגרפיות	ביוגרפיות  /ספרים ממקורות שונים  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(					הקדשה :למנפרד קארש לבר מצווה ב 30.11.1935-עם איחולי ברכה מאת קהילת בתי הכנסת ,אסן ,הרב מלני | Widmung: Manffred Carsch zu seiner Bar-Mizwah den 30.11.1935 mit Segenswünschen gewidmet von der Synagogen-Gemeinde Essen, Rabbiner Malni	6347
G-B-4158	G.B.4158	טריטש דוויס	Trietsch Davis								388	1922	No Image		Benjamin Harz Verlag Berlin /Wien			ארץ ישראל	ארץ ישראל  /ספרים ממקורות שונים  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(						6318
G-B-4159	G.B.4159	בנצינגר י.	Benzinger J.		Geschichte Israels - bis auf die griechische Zeit						156	1912	No Image		G.J.Göschen'sche Verlagshandlung			היסטוריה יהודית	היסטוריה יהודית  /ספרים ממקורות שונים  /מיכל 1		מרים פולין )מתוך קטלוג מרים פולין(						6319
