resource_template_label,item_set_id,resource_class_term,is_public,dcterms:identifier,dcterms:isPartOf,dcterms:title,description_he,description_de,description_en,ric-o:hasOrHadLanguage,ric-o:hasDocumentaryFormType,ric-o:hasProductionTechniqueType,ric-o:hasRecordState,ric-o:hasOrHadMainSubject,ric-o:hasCreationDate,ric-o:hasPublicationDate,arkivo:creationPlace,bibo:numPages
Reports,7617,arkivo:Report,true,IL-MTFN-001-G-F-0390-017-R0013,IL-MTFN-001-G-F-0390-017,Copy of Test Results by Dr. H. Heimann and Dr. M. Berl,"העתק, תוצאות הבדיקה של חמר, שעשו ד""ר ה. היימן Dr. H. Heimann וד""ר מ. ברל Dr. M. Berl מהמעבדה הכימית לתעשיה, סחר וחקלאות. קורדניה, גרמנית הדפסה, דצמבר 1933.","Kopie, Testergebnisse von Hamar, durchgeführt von Dr. H. Heimann und Dr. M. Berl vom chemischen Labor für Industrie, Handel und Landwirtschaft. Cordonia, Deutsch maschinenschriftlich, Dezember 1933.","Copy, test results of Hamar, conducted by Dr. H. Heimann and Dr. M. Berl from the chemical laboratory for industry, trade, and agriculture. Cordonia, German typewritten, December 1933.",German,Report,typewriting,copy,,1933-12,,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0390-018-R0001,IL-MTFN-001-G-F-0390-018,"Hedwig's Notebooks on Pottery Factory Experiments, 1934","שתי מחברות/יומנים בהם תיעדה הדויג את העבודה והניסויים השונים שנעשו בבית החרושת לעציצים, משק יגור. יגור, גרמנית כתב יד, 1934.","Zwei Notizbücher/Tagebücher, in denen Hedwig die Arbeit und die verschiedenen Experimente in der Töpferfabrik, Kibbuz Yagur, dokumentierte. Yagur, Handschrift auf Deutsch, 1934.","Two notebooks/diaries in which Hedwig documented the work and various experiments conducted at the pottery factory, Yagur farm. Yagur, German handwriting, 1934.",German,יומן|Diary,handwriting,original,,1934,,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0390-018-R0002,IL-MTFN-001-G-F-0390-018,Notebook/Diary of Hedwig on Work in Yagur,"מחברת/יומן של הדויג בו היא כתבה על העבודה בבית החרושת לעציצים ביגור ועל העבודה המשותפת עם רודי. יגור, גרמנית כתב יד, 1935.","Notizbuch/Tagebuch von Hedwig, in dem sie über die Arbeit in der Blumentopffabrik in Yagur und die gemeinsame Arbeit mit Rudi schrieb. Yagur, Handschrift auf Deutsch, 1935.","Notebook/Diary of Hedwig, in which she wrote about the work at the flowerpot factory in Yagur and the joint work with Rudi. Yagur, handwritten in German, 1935.",German,יומן|Diary,handwriting,original,Hedwig,1935,,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0390-018-R0005,IL-MTFN-001-G-F-0390-018,"Yagur Diary by Rudi Lehmann, 1936",יומן יגור שכתב רודי להמן עם דגש על הבעיות. מספר דפי פנקס בגרמנית כתב יד והדפסה גרמנית. יגור 1936,"Journaleintrag von Yagur, geschrieben von Rudi Lehmann mit Schwerpunkt auf den Problemen. Eine Anzahl von Notizbuchseiten auf Deutsch, handgeschrieben und maschinengeschrieben. Yagur 1936","Yagur diary written by Rudi Lehmann with emphasis on the problems. A number of notebook pages in German, handwritten and typewritten. Yagur 1936",German,יומן|Diary,handwriting|typewriting,original,Rudi Lehmann,1936,,,
Financial Documents,7618,arkivo:Financial_Document,true,IL-MTFN-001-G-F-0390-019-R0001,IL-MTFN-001-G-F-0390-019,Factory Expenses and Income Notes - Yagur,רשימות על הוצאות והכנסות המפעל ביגור.,Notizen über Ausgaben und Einnahmen der Fabrik in Yagur.,Notes on the expenses and income of the factory in Yagur.,Hebrew,רשימה|List,,original,,,,,
Organization Papertrails,7616,arkivo:Organization_Papertrail,true,IL-MTFN-001-G-F-0390-019-R0004,IL-MTFN-001-G-F-0390-019,Protocols on 'Hayotzer' Factory Closure,צילומים (מארכיון יגור) פרוטוקולים בנושא בית החרושת 'היוצר' מנובמר 1936 עד בדצמבר 1938 ;מדברים על סגירת המפעל.,Fotografien (aus dem Yagur-Archiv) Protokolle zum Thema Fabrik 'Hayotzer' von November 1936 bis Dezember 1938; sprechen über die Schließung der Fabrik.,Photographs (from the Yagur Archive) Protocols on the topic of the 'Hayotzer' factory from November 1936 to December 1938; discussing the closure of the factory.,Hebrew,Photograph,photography,copy,,1936-11,1938-12,,
Legal Documents,7615,bibo:LegalDocument,true,IL-MTFN-001-G-F-0390-019-R0005,IL-MTFN-001-G-F-0390-019,Contract between Kibbutz Yagur and Hedwig Grossman and Rudi Lehmann,חוזה בין משק יגור לבין הדויג גרוסמן ורודי להמן בקשר למפעל העציצים. עברית.,Vertrag zwischen dem Kibbuz Yagur und Hedwig Grossman und Rudi Lehmann bezüglich der Pflanzentopf-Fabrik. Hebräisch.,Contract between Kibbutz Yagur and Hedwig Grossman and Rudi Lehmann regarding the plant pot factory. Hebrew.,Hebrew,הסכם|Agreement,,original,,,,,
Financial Documents,7618,arkivo:Financial_Document,true,IL-MTFN-001-G-F-0390-019-R0007,IL-MTFN-001-G-F-0390-019,Invoices for Equipment Transfer Payment,חשבונות לתשלום עבור העברת ציוד למפעל מחברות שונות.,Rechnungen zur Zahlung für den Transport von Ausrüstung zu einer Fabrik von verschiedenen Unternehmen.,Invoices for payment for the transfer of equipment to a factory from various companies.,Hebrew,Receipt,,original,,,,,
Ephemera,7613,arkivo:Ephemera,true,IL-MTFN-001-G-F-0390-019-R0008,IL-MTFN-001-G-F-0390-019,Photograph of a 1920 Article on Pot Production,צילום מאמר מ-1920 בנושא יצור עציצים. מצוי גם בתיק G.F.0390 / 18.,Fotografie eines Artikels von 1920 über die Herstellung von Blumentöpfen. Auch in der Akte G.F.0390 / 18 enthalten.,Photograph of an article from 1920 on the topic of pot production. Also found in file G.F.0390 / 18.,Unspecified,גזיר עיתון|News Clipping,photography,copy,,,1920,,
Organization Papertrails,7616,arkivo:Organization_Papertrail,true,IL-MTFN-001-G-F-0390-019-R0011,IL-MTFN-001-G-F-0390-019,Photographs of Protocol Pages from Yagur Pottery Factory,"צילומי מסמכים מארכיון יגור, דפי פרוטוקול של הפעילות של בית החרושת לעציצים ביגור, ממאי 1934 עד אוגוסט 1942. (נראה שמאן דהוא העתיק את הרשימות מהמקור, נרשם ע""י נילי).","Fotografien von Dokumenten aus dem Archiv von Yagur, Protokollseiten der Aktivitäten der Töpferfabrik in Yagur, von Mai 1934 bis August 1942. (Es scheint, dass jemand die Listen aus dem Original kopiert hat, aufgezeichnet von Nili).","Photographs of documents from the Yagur archive, protocol pages of the activities of the pottery factory in Yagur, from May 1934 to August 1942. (It seems that someone copied the lists from the original, recorded by Nili).",Hebrew,רשימות|Personal Notes,photography,copy,,1934-05,1942-08,,
Ephemera,7613,arkivo:Ephemera,true,IL-MTFN-001-G-F-0390-019-R0015,IL-MTFN-001-G-F-0390-019,Invitation and Invoice for Ceramic Processing Machines,"צילומים, של הזמנה למכונות שונות לעיבוד קרמיקה, עבור ביה""ח לעציצים מבית חרושת 'שבפניצר מכונות' Schwepnitzer Maschinen לייפציג, גרמניה. חיפה בת גלים, מרץ 1935. מצורפת חשבונית מפורטת מבית החרושבת בגרמניה.","Fotografien, einer Einladung zu verschiedenen Maschinen zur Keramikverarbeitung, für das Krankenhaus für Töpfe der Fabrik 'Schwepnitzer Maschinen' Leipzig, Deutschland. Haifa Bat Galim, März 1935. Eine detaillierte Rechnung der Fabrik in Deutschland ist beigefügt.","Photographs, of an invitation for various machines for ceramic processing, for the hospital for pots from the 'Schwepnitzer Maschinen' factory Leipzig, Germany. Haifa Bat Galim, March 1935. A detailed invoice from the factory in Germany is attached.",German|Hebrew,הזמנה|Invitation|חשבונית|Invoice,photography,copy,,1935-03,,,
Organization Papertrails,7616,arkivo:Organization_Papertrail,true,IL-MTFN-001-G-F-0390-019-R0016,IL-MTFN-001-G-F-0390-019,Documents related to the pottery factory in Yagur,"מעטפה עם מסמכים בהקשר עם בית החרושת לעציצים ביגור, מקור והעתק, עברית וגרמנית, מהשנים 1935/36.","Umschlag mit Dokumenten im Zusammenhang mit der Töpferfabrik in Yagur, Original und Kopie, Hebräisch und Deutsch, aus den Jahren 1935/36.","Envelope with documents related to the pottery factory in Yagur, original and copy, Hebrew and German, from the years 1935/36.",Hebrew|German,מעטפה|Envelope,,copy,,1935,,,
Images,7611,dctype:Image,true,IL-MTFN-001-G-F-0390-020-R0001,IL-MTFN-001-G-F-0390-020,Images and Photographs of Doyig's Works,תמונות ותצלומים של יצירות הדויג ומספר עמודים מספרים עם תמונות היצירות.,Bilder und Fotografien von Doyig-Werken und mehrere Seiten aus Büchern mit Bildern der Werke.,Pictures and photographs of Doyig's works and several pages from books with pictures of the works.,Unspecified,תצלום|Photograph,,other,,,,,
Images,7611,dctype:Image,true,IL-MTFN-001-G-F-0390-020-R0002,IL-MTFN-001-G-F-0390-020,Early Drawings,"ציורים מוקדמים, ראשוניים.","Frühe, primäre Zeichnungen.","Early, primary drawings.",Unspecified,ציור|Painting,drawing,original,,,,,
Images,7611,dctype:Image,true,IL-MTFN-001-G-F-0390-020-R0003,IL-MTFN-001-G-F-0390-020,Drawing of Rudy Lehmann,מציירת את רודי להמן.,Zeichnet Rudy Lehmann.,Drawing Rudy Lehmann.,Unspecified,ציור|Painting,drawing,original,Rudy Lehmann,,,,
Images,7611,dctype:Image,true,IL-MTFN-001-G-F-0390-020-R0004,IL-MTFN-001-G-F-0390-020,Animal Drawings,ציורים של בעלי חיימ.,Zeichnungen von Tieren.,Drawings of animals.,Irrelevant,ציור|Painting,drawing,original,,,,,
Images,7611,dctype:Image,true,IL-MTFN-001-G-F-0390-020-R0005,IL-MTFN-001-G-F-0390-020,Staircase Drawings in Jerusalem,ציורי מדרגות בירושלימ.,Treppenzeichnungen in Jerusalem.,Staircase drawings in Jerusalem.,Unspecified,ציור|Painting,drawing,original,,,,,
Images,7611,dctype:Image,true,IL-MTFN-001-G-F-0390-020-R0006,IL-MTFN-001-G-F-0390-020,Drawings of Fruits and Vegetables,ציורי פירות וירקות.,Gemälde von Obst und Gemüse.,Drawings of fruits and vegetables.,Irrelevant,ציור|Painting,drawing,original,,,,,
Images,7611,dctype:Image,true,IL-MTFN-001-G-F-0390-020-R0007,IL-MTFN-001-G-F-0390-020,Photograph of Ceramic Work 'Bedouin Family Walking',תצלום עבודת קרמיקה של הדויג 'משפחה בדואית צועדת'.,Foto einer Keramikarbeit von Hedwig 'Eine beduinische Familie geht'.,Photograph of a ceramic work by Hedwig 'Bedouin Family Walking'.,Unspecified,תצלום|Photograph,photography,original,,,,,
Images,7611,dctype:Image,true,IL-MTFN-001-G-F-0390-020-R0008,IL-MTFN-001-G-F-0390-020,Portrait of a Young Man,ציור פורטרייט של גבר צעיר.,Porträtzeichnung eines jungen Mannes.,Portrait drawing of a young man.,Irrelevant,ציור|Painting,drawing,original,,,,,
Images,7611,dctype:Image,true,IL-MTFN-001-G-F-0390-020-R0009,IL-MTFN-001-G-F-0390-020,Drawings of Hedwig (1920-1930),ציורים של הדויג מהשנים 1920;1930.,Zeichnungen von Hedwig aus den Jahren 1920;1930.,Drawings of Hedwig from the years 1920;1930.,Unspecified,ציור|Painting,drawing,original,Hedwig,1920,1930,,
Images,7611,dctype:Image,true,IL-MTFN-001-G-F-0390-020-R0010,IL-MTFN-001-G-F-0390-020,Drawings of Pottery,רישומים של כלי חרס.,Zeichnungen von Keramikgefäßen.,Drawings of pottery.,Unspecified,ציור|Painting,drawing,original,,,,,
Images,7611,dctype:Image,true,IL-MTFN-001-G-F-0390-020-R0011,IL-MTFN-001-G-F-0390-020,Engravings,תחריטימ.,Gravuren,Engravings,Unspecified,לא מזוהה,other,other,,,,,
Images,7611,dctype:Image,true,IL-MTFN-001-G-F-0390-021-R0001,IL-MTFN-001-G-F-0390-021,Sketches of Seated Figures,"מספר סקיצות של דמויות יושבות, על ניר פרגפנט בפורמט קטן.","Mehrere Skizzen von sitzenden Figuren, auf Pergamentpapier im kleinen Format.","Several sketches of seated figures, on small format parchment paper.",Unspecified,סקיצה|Sketch,drawing,original,,,,,
Images,7611,dctype:Image,true,IL-MTFN-001-G-F-0390-021-R0002,IL-MTFN-001-G-F-0390-021,Collection of Engravings,אוסף תחריטים.,Sammlung von Gravuren.,Collection of engravings.,Unspecified,לא מזוהה|Unrecognized,drawing,original,,,,,
Images,7611,dctype:Image,true,IL-MTFN-001-G-F-0390-021-R0003,IL-MTFN-001-G-F-0390-021,Drawing of Pomegranates,ציור של רימונים.,Zeichnung von Granatäpfeln.,Drawing of pomegranates.,Unspecified,ציור|Painting,drawing,original,,,,,
Images,7611,dctype:Image,true,IL-MTFN-001-G-F-0390-021-R0006,IL-MTFN-001-G-F-0390-021,Portraits,דיוקנות.,Porträts.,Portraits.,Unspecified,לא מזוהה,,other,,,,,
Images,7611,dctype:Image,true,IL-MTFN-001-G-F-0390-021-R0007,IL-MTFN-001-G-F-0390-021,Watercolor Drawings and Sketches,"ציורים על קרטון בצבעי מים, סקיצות בנושאים שונים על נייר.","Zeichnungen auf Karton mit Aquarellfarben, Skizzen zu verschiedenen Themen auf Papier.","Drawings on cardboard with watercolors, sketches on various subjects on paper.",Unspecified,ציור|Painting|סקיצה|Sketch,drawing,original,,,,,
Images,7611,dctype:Image,true,IL-MTFN-001-G-F-0390-021-R0008,IL-MTFN-001-G-F-0390-021,Paintings of Women,"ציורי נשים, צבעי מים ואחר.","Frauenbilder, Aquarelle und andere.","Paintings of women, watercolors and others.",Unspecified,ציור|Painting,drawing,original,,,,,
Images,7611,dctype:Image,true,IL-MTFN-001-G-F-0390-021-R0009,IL-MTFN-001-G-F-0390-021,Lithograph of a Couple,"ליטוגרפיה של זוג, גבר ואישה.","Lithografie eines Paares, Mann und Frau.","Lithograph of a couple, man and woman.",Irrelevant,ציור|Painting,drawing,original,,,,,
Images,7611,dctype:Image,true,IL-MTFN-001-G-F-0390-021-R0011,IL-MTFN-001-G-F-0390-021,Sketches and Drawings: Mother and Child,סקיצות וציורים בנושא: אמא וילד.,Skizzen und Zeichnungen zum Thema: Mutter und Kind.,Sketches and drawings on the theme: Mother and Child.,Unspecified,סקיצה|Sketch,drawing,original,,,,,
Images,7611,dctype:Image,true,IL-MTFN-001-G-F-0390-021-R0012,IL-MTFN-001-G-F-0390-021,Sketches and Drawings of Animals,סקיצות וציורים בנושא: בעלי חיים.,Skizzen und Zeichnungen zum Thema: Tiere.,Sketches and drawings on the topic: Animals.,Unspecified,סקיצה|Sketch,drawing,original,,,,,
Images,7611,dctype:Image,true,IL-MTFN-001-G-F-0390-021-R0013,IL-MTFN-001-G-F-0390-021,Drawings of Hedwig and Friends,ציורים בנושא: הדויג וחברים.,Zeichnungen zum Thema: Hedwig und Freunde.,Drawings on the subject: Hedwig and friends.,Unspecified,ציור|Painting,drawing,original,,,,,
Financial Documents,7618,arkivo:Financial_Document,true,IL-MTFN-001-G-F-0390-022-R0001,IL-MTFN-001-G-F-0390-022,Electricity Payment Receipt,קבלה על תשלום חשמל,Quittung für Stromzahlung,Receipt for electricity payment,Hebrew,קבלה|Receipt,print,original,,,,,
Legal Documents,7615,bibo:LegalDocument,true,IL-MTFN-001-G-F-0390-022-R0002,IL-MTFN-001-G-F-0390-022,Telephone Licenses 1946/47,רשיונות לטלפון מהשנים 1946/47,Telefonlizenzen aus den Jahren 1946/47,Telephone licenses from the years 1946/47,Hebrew,תעודה|Certificate,,original,,1946,,,
EgoDocuments,7610,arkivo:EgoDocument,true,IL-MTFN-001-G-F-0390-022-R0003,IL-MTFN-001-G-F-0390-022,"Membership Card Notebook, H.G.H. Jerusalem, 1942","חלק מפנקס 'כרטיס חבר' בה.ג.ה. ירושלים, 1942","Teil eines 'Mitgliedskarte'-Notizbuchs in H.G.H. Jerusalem, 1942","Part of a 'Membership Card' notebook in H.G.H. Jerusalem, 1942",Hebrew,תעודת חבר|Membership Certificate|פנקס|Notepad,,original,,1942,,,
Certificates,7612,arkivo:Certificate,true,IL-MTFN-001-G-F-0390-022-R0004,IL-MTFN-001-G-F-0390-022,תעודת התאזרחות הדויג גרוסמן 1939,"תעודת התאזרחות, הדויג גרוסמן, 1939","Einbürgerungsurkunde, Hedwig Grossman, 1939","Naturalization Certificate, Hedwig Grossman, 1939",Hebrew,תעודה|Certificate,typewriting,original,הדויג גרוסמן,1939,,,
Certificates,7612,arkivo:Certificate,true,IL-MTFN-001-G-F-0390-022-R0005,IL-MTFN-001-G-F-0390-022,Certificate for Hedwig from the Association of German Immigrants,"אישור להדויג מהתאחדות עולי גרמניה על שהות בירושלים ועבודה, מורה לקדרות וקרמיקה. ירושלים, גרמנית הדפסה, 1937","Bescheinigung für Hedwig von der Vereinigung der deutschen Einwanderer über Aufenthalt in Jerusalem und Arbeit, Lehrerin für Töpferei und Keramik. Jerusalem, Deutsch Schreibmaschine, 1937","Certificate for Hedwig from the Association of German Immigrants about residence in Jerusalem and work, pottery and ceramics teacher. Jerusalem, German typewritten, 1937",German,תעודה|Certificate,typewriting,original,Hedwig,1937,,,
