item_id	parent	signals	title	english_translation	german_translation	item_description	language	creation_date	format	document_type	main_subject	item_class
IL-MTFN-001-G-F-0521-002-R0008	IL-MTFN-001-G-F-0521-002	visit	Letter from Marianne Spiro about trip photos	27.08.28, Letter from Marianne Spiro, regarding photos of a joint trip, typewritten, German.	27.08.28, Brief von Marianne Spiro, bezüglich Fotos einer gemeinsamen Reise, gedruckt, Deutsch.	27.08.28, מכתב של מריאנה שפירו Marianne Spiro, בקשר לתמונות של טיול משותף, מודפס, גרמנית.	German	1928-08-27	Typewritten	מכתב|Letter	Marianne Spiro	Communication Document
IL-MTFN-001-G-F-0523-002-R0008	IL-MTFN-001-G-F-0523-002	hometown	Story of Holb and Dr. Fritz Frank's Family	1976, story of the town of Holb, the birthplace of Dr. Fritz Frank and family life within it.	1976, Geschichte der Stadt Holb, der Geburtsstadt von Dr. Fritz Frank und das Familienleben darin.	1976, סיפור עיירת הולב Holb, עיר הולדתה של דר פריץ פרנק וחיי המשפחה בתוכה.	Hebrew	1976	Unknown	סיפור|Fiction	Dr. Fritz Frank	Creative Nonfiction
IL-MTFN-001-G-F-0523-002-R0010	IL-MTFN-001-G-F-0523-002	hometown	Certificates of Hugo Frank and Fritz Frank	1914;1935, Originals and copies of certificates. Among others, the birth certificate of Hugo Frank, the marriage certificate of Fritz Frank and Raiza, a certificate of military service of Fritz Frank in the First World War, a citizenship certificate Heimatschein of Fritz Frank and Raiza, German.	1914;1935, Originale und Kopien von Urkunden. Unter anderem die Geburtsurkunde von Hugo Frank, die Heiratsurkunde von Fritz Frank und Raiza, eine Bescheinigung über den Militärdienst von Fritz Frank im Ersten Weltkrieg, eine Heimatschein-Bescheinigung von Fritz Frank und Raiza, Deutsch.	1914;1935, מקור והעתקים של תעודות. בין היתר, תעודת הלידה של הוגו פרנק Hugo Frank, תעודת נישואין של פריץ פרנק וראיזה, אישור על שירות צבאי של פריץ פרנק במלחמת עולם הראשון, אישור אזרחות Heimatschein של פריץ פרנק ו ראיזה, גרמנית.	German	1914	Unknown	תעודה|Certificate	Hugo Frank	Certificate
IL-MTFN-001-G-F-0523-003-R0001	IL-MTFN-001-G-F-0523-003	visit	Recommendations for Dr. Fritz Frank	Recommendations for Dr. Fritz Frank from workplaces where he was employed as a doctor. Among others, a recommendation from the Odenwaldschule, Heppenheim Municipality Hess. Kreisamt Heppenheim, Prof. Dr. August Homburger, Prof. Dr. Moro, Bikur Cholim Hospital Jerusalem, Ramot HaShavim, German, Hebrew; 1923;1937.	Empfehlungen für Dr. Fritz Frank von Arbeitsplätzen, an denen er als Arzt tätig war. Unter anderem eine Empfehlung von der Odenwaldschule, Stadtverwaltung Heppenheim Hess. Kreisamt Heppenheim, Prof. Dr. August Homburger, Prof. Dr. Moro, Bikur Cholim Krankenhaus Jerusalem, Ramot HaShavim, Deutsch, Hebräisch; 1923;1937.	המלצות עבור דר' פריץ פרנק ממקומות עבודה בהן היה מועסק כרופאה. בין היתר המלצה מבית הספר Odenwaldschule, עירית הפנהיים Hess. Kreisamt Heppenheim, פרופ. דר. אוגוסט הומבורגר Prof. Dr. August Homburger, פרופ. דר. מורו Prof. Dr. Moro, ביקור חולים הוספיטל ירושלים, רמות השבים, גרמנית, עברית; 1923;1937.	German|Hebrew	1923	Unknown	Letter	Dr. Fritz Frank	EgoDocument
IL-MTFN-001-G-F-0524-001-R0007	IL-MTFN-001-G-F-0524-001	correspondence	Correspondence with Relatives about Brockhaus Lexicon	Letters from relatives, some of whom were in Germany, some in Palestine, and some in other places. Among other things, correspondence about the purchase of the Brockhaus lexicon in Germany.	Briefe von Verwandten, von denen einige in Deutschland, einige in Palästina und einige an anderen Orten waren. Unter anderem Korrespondenz über den Kauf des Brockhaus-Lexikons in Deutschland.	מכתבים מקרובי משפחה שחלקם היו בגרמניה חלקם בפלשתינה וחלקם במקומות אחרים. בין היתר התכתבות על קנית לקסיקון ברוקהאוס Brockhaus בגרמניה.	Hebrew|German		Unknown	מכתב|Letter		Communication Document
IL-MTFN-001-G-F-0524-003-R0001	IL-MTFN-001-G-F-0524-003	correspondence	Correspondence with Helene Stille	1963;1973, Correspondence with friends/family in Germany. Most of the letters are from a woman named Helene Stille.	1963;1973, Korrespondenz mit Freunden/Familie in Deutschland. Die meisten Briefe sind von einer Frau namens Helene Stille.	1963;1973, התכתבות עם חברים/משפחה בגרמניה. עיקר המכתבים מאישה בשם הלנה שטילה Helene Stille.	Hebrew|German	1963	Unknown	מכתב|Letter	Helene Stille	Communication Document
IL-MTFN-001-G-F-0524-003-R0011	IL-MTFN-001-G-F-0524-003	visit	Business Card of Rudi Rodberg	Business card of Rudi Rodberg, dentist Königsberg.	Visitenkarte von Rudi Rodberg, Zahnarzt Königsberg.	כרטיס ביקור של רודי רודברג, רופא שיניים קוניגסברג.	Unspecified		Unknown	כרטיס ביקור|Business Card	Rudi Rodberg	EgoDocument
IL-MTFN-001-G-F-0524-004-R0012	IL-MTFN-001-G-F-0524-004	correspondence	Letters from Family and Friends, 1933-1956	1933;1956, Letters from family members and friends, including letters from Rudi about his activities in the 'Hechalutz' youth movement, correspondence between Germany and Palestine, between Palestine and Palestine, German;	1933;1956, Briefe von Familienmitgliedern und Freunden, unter anderem Briefe von Rudi über seine Aktivitäten in der Jugendbewegung 'Hechaluz', Korrespondenz zwischen Deutschland und Palästina, zwischen Palästina und Palästina, Deutsch;	1933;1956, מכתבים מבני משפחה וחברים, בין היתר מכתבים של רודי על פעילותו בתנועת הנוער 'החלוץ', התכתבות בין גרמניה לפלשתינה, בין פלשתינה לפלשתינה, גרמנית;	German|Hebrew	1933	Unknown	מכתב|Letter		Communication Document
IL-MTFN-001-G-F-0524-005-R0010	IL-MTFN-001-G-F-0524-005	visit	Newspaper Clippings and Letter from HaChalutz	"Newspaper clippings and measurement sheets with the passengers: Ernst Simon, letter from ""HaChalutz"" in Vilna, injury of a type of travelers near Jericho, sheet addressed to: ""To the members of the student union"", printed, Hebrew; 1941"	"Zeitungsausschnitte und Maßblätter mit den Passagieren: Ernst Simon, Brief von ""HaChalutz"" in Wilna, Verletzung einer Art von Reisenden in der Nähe von Jericho, Blatt an: ""An die Mitglieder der Studentenvereinigung"", gedruckt, Hebräisch; 1941"	"קטעי עיתון ודפי מידה עם הנוסעים: ארנסט סימון, מכתב מ""החלוץ"" בווילנה, פציעה של סוג מטיילים ליד יריחו, דפ הפונה אל: לחברי ההסתדרות הסטודנטים"", מודפס, עברית; 1941"	Hebrew	1941	Print	גזיר עיתון|News Clipping|מכתב|Letter	Ernst Simon	Communication Document
IL-MTFN-001-G-F-0524-005-R0012	IL-MTFN-001-G-F-0524-005	visit	Prescription Stub and Business Card of Dr. Rudi Rodberg	Prescription stub and business card of dentist Dr. Rudi Rodberg from Königsberg; 193X	Abschnitt eines ärztlichen Rezepts und Visitenkarte der Zahnärztin Dr. Rudi Rodberg aus Königsberg; 193X	"ספח מרשם רופאה ו כרטיס ביקור של רופאה שיניים ד""ר רודי רודברג מקניגסברג Königsberg; 193X"	German	193X	Unknown	מרשם רפואי|Medical Prescription|כרטיס ביקור|Business Card	Dr. Rudi Rodberg	Medical Document
IL-MTFN-001-G-F-0526-001-R0001	IL-MTFN-001-G-F-0526-001	diary	Diary of Miriam from 1923 to 1943	1923, diary of Miriam from her first birthday until 1943, the first part was written by the parents until 1926 in Berlin, the second part Miriam started in 1939 in Ein Harod, handwriting, German.	1923, Tagebuch von Miriam von ihrem ersten Geburtstag bis 1943, den ersten Teil schrieben die Eltern bis 1926 in Berlin, den zweiten Teil begann Miriam 1939 in Ein Harod, Handschrift, Deutsch.	1923, יומן של מרים מיום הולדתה הראשון ועד 1943, את החלק הראשון ההורים כתבו עד 1926 בברלין, החלק השני מרים התחילה ב 1939 בעין חרוד, כתב יד, גרמנית.	German	1923	Handwritten	יומן|Diary	Miriam	EgoDocument
IL-MTFN-001-G-F-0526-001-R0002	IL-MTFN-001-G-F-0526-001	diary	Diary of Miriam Blumenfeld	1938;1971, Diary of Miriam Blumenfeld starting with training in Rudnitz and ending with marital problems between Miriam and Erich. The main part of the diary is written about interpersonal relationship problems of Miriam but also about longing for the mother who remained in Germany. Handwritten, German.	1938;1971, Tagebuch von Miriam Blumenfeld, das mit der Ausbildung in Rudnitz beginnt und mit Problemen in der Ehe zwischen Miriam und Erich endet. Der Hauptteil des Tagebuchs handelt von Problemen in Miriams zwischenmenschlichen Beziehungen, aber auch von der Sehnsucht nach der Mutter, die in Deutschland geblieben ist. Handschrift, Deutsch.	1938;1971, יומן של מרים בלומנפלד שמתחיל בהכשרה ברודניץ Rudnitz, ומסיים עם בעיות בבנישואין בין מרים ואריך. עיקר היומן כתוב על בעיות בקשרים בין אישיים של מרים אבל גם על געגועים לאמא שנוטרה בגרמניה. כתב יד, גרמנית.	German	1938	Handwritten	יומן|Diary	Miriam Blumenfeld	EgoDocument
IL-MTFN-001-G-F-0533-001-R0001	IL-MTFN-001-G-F-0533-001	diary	Baby Record Diary for Fred Rosenheimer	Baby record diary. Name of the newborn Fred Rosenheimer, Würzburg, father's name Theo Rosenheimer, mother's name Clair née Gerst.	Tagebuch für ein Baby. Name des Neugeborenen Fred Rosenheimer, Würzburg, Name des Vaters Theo Rosenheimer, Name der Mutter Clair geb. Gerst.	יומן תעוד לתינוק. שם הנולד פרד רוזנהיימר Fred Rosenheimer, ווירצבורג, שם האב טאו רוזנהיימר Theo Rosenheimer, שם העם Clair geb. Gerst.	Hebrew|German		Unknown	יומן|Diary	Fred Rosenheimer	EgoDocument
IL-MTFN-001-G-F-0533-001-R0007	IL-MTFN-001-G-F-0533-001	memoir	3 Hebrew Memory Books for Miram	3 memory books in Hebrew for Miram - without date.	3 Erinnerungsbücher auf Hebräisch für Miram - ohne Datum.	3 ספרי זכרונות בעברית למירמ- בלי תאריך.	Hebrew		Unknown	ספר זכרונות|Memory Book		EgoDocument
IL-MTFN-001-G-F-0533-001-R0009	IL-MTFN-001-G-F-0533-001	memoir	Memory Book of Louis Gerst	Memory book Poisieablum of Louis Gerst, father of Clair. Book with a red cover.	Erinnerungsbuch Poisieablum von Louis Gerst, Vater von Clair. Buch mit rotem Einband.	ספר זיכרונות Poisieablum של Louis Gerst, אבא של Clair. ספר עם כריכה אדומה.	Other		Unknown	ספר זכרונות|Memory Book	Louis Gerst	EgoDocument
IL-MTFN-001-G-F-0541-001-R0016	IL-MTFN-001-G-F-0541-001	visit	Letter from H. Kalizki to Eva	02.02.1943, Letter from H. Kalizki to Eva, in which he expresses his love for Eva and also talks about places he visited, Egypt, .. printed by Miriam Poland.	02.02.1943, Brief von H. Kalizki an Eva, in dem er seine Liebe zu Eva ausdrückt und auch über Orte erzählt, die er besucht hat, Ägypten, .. gedruckt von Miriam Polen.	02.02.1943, מכתב מאת H. Kalizki אל אווה, בו הוא מביע את אהבתו אל אווה וגם מספר על קומות בהם הוא ביקר, מצריים, .. מודפס על ידי מרים פולין.	Hebrew|German	1943-02-02	Typewritten	מכתב|Letter	H. Kalizki	Communication Document
IL-MTFN-001-G-F-0545-001-R0005	IL-MTFN-001-G-F-0545-001	visit	Copies of Personal Certificates	1925;1923, copies, personal documents, including: medical certificate; travel permit; vaccination certificate	1925;1923, Kopien, persönliche Dokumente, unter anderem: ärztliche Bescheinigung; Reisegenehmigung; Impfzertifikat	1925;1923, העתקים, תעודות אישיות, בין היתר: אישור רפואי; אישור נסיע; תעודת חיסון	Hebrew	1923	Unknown	תעודה|Certificate		Certificate
IL-MTFN-001-G-F-0547-001-R0001	IL-MTFN-001-G-F-0547-001	memoir	Memory Book of Martha Jacobi, December 1918	1918, Memory book of Martha Jacobi December 1918 Strasbourg, among the signatories: Olga Lieblich, Ilase Guthmann, Herta Kasservitz, Erna Walfer, Käte Burandt, Alice Guggenheim, Susanne Strauss, Annie Decker, Susanne Welsch, Susanne Ulrichs, Martha Müller.	1918, Erinnerungsbuch von Martha Jacobi Dezember 1918 Straßburg, unter den Unterzeichnern: Olga Lieblich, Ilase Guthmann, Herta Kasservitz, Erna Walfer, Käte Burandt, Alice Guggenheim, Susanne Strauss, Annie Decker, Susanne Welsch, Susanne Ulrichs, Martha Müller.	1918, ספר זיכרונות של מרתה יעקובי 1918 דצמבר Straßburg, בין החתומים: Olga Lieblich, Ilase Guthmann, Herta Kasservitz, Erna Walfer, Käte Burandt, Alice Guggenheim, Susanne Strauss, Annie Decker, Susanne Welsch, Susanne Ulrichs, Martha Müller.	German	1918-12	Unknown	ספר זכרונות|Memory Book	Martha Jacobi	EgoDocument
IL-MTFN-001-G-F-0547-001-R0013	IL-MTFN-001-G-F-0547-001	correspondence	Correspondence with Ruti Jacobi and Life Story of Martha Jacobi	24;09;2017, Correspondence with the daughter Ruti Jacobi and the life story of Martha Jacobi written by the daughter Ruti Jacobi, Hebrew, printed.	24;09;2017, Korrespondenz mit der Tochter Ruti Jacobi und das Leben von Martha Jacobi, geschrieben von der Tochter Ruti Jacobi, Hebräisch, gedruckt.	24;09;2017, התכתבות עם הבת רותי יעקובי וקורות חייה של מרתה יעקובי כתוב על ידי הבת רותי יעקובי, עברית, מודפס.	Hebrew	2017-09-24	Typewritten	מכתב|Letter	Ruti Jacobi	EgoDocument
IL-MTFN-001-G-F-0555-002-R0001	IL-MTFN-001-G-F-0555-002	diary	יומן לידה של נריה	1956-1924, Diaries - 1956, Birth diary of Neria.	1956-1924, Tagebücher - 1956, Geburtsjournal von Neria.	1956-1924, יומנימ- 1956, יומן לידה של נריה.	Hebrew	1956	Unknown	יומן|Diary	נריה	EgoDocument
IL-MTFN-001-G-F-0555-002-R0002	IL-MTFN-001-G-F-0555-002	diary	Diary of Aliza, 1938	1938, diary of Aliza when she was a girl in a youth movement. In the diary, she writes about her feelings towards boys and girls.	1938, Tagebuch von Aliza, als sie ein Mädchen in einer Jugendbewegung war. Im Tagebuch schreibt sie über ihre Gefühle gegenüber Jungen und Mädchen.	1938, יומן של עליזה בעת שהייתה נערה בתנועת נוער. ביומן היא רושמת על רגשותיה כלפי בנים ובנות.	Hebrew	1938	Handwritten	יומן|Diary		EgoDocument
IL-MTFN-001-G-F-0555-003-R0003	IL-MTFN-001-G-F-0555-003	memoir	Book in memory of Moshe Budmor	2017, Book in memory of Budmor Allegro con Brio, My lives in music a memoir Moshe Budmor 1923; 2015, English	2017, Buch zum Gedenken an Budmor Allegro con Brio, Mein Leben in der Musik, eine Memoiren Moshe Budmor 1923; 2015, Englisch	2017, ספר לזכר בודמור Allegro con Brio, My lives in music a memoir Moshe Budmor 1923; 2015, מוספס, אנגלית	English	2015	Unknown	ספר|Book	Moshe Budmor	EgoDocument
IL-MTFN-001-G-F-0556 -0 1-R0001	IL-MTFN-001-G-F-0556 -0 1	diary	Diaries and Letters in Czech	1940; 1943, Diaries in Czech language, location Ein Gev - 1939; 1940, Letters in Czech language to Kurt from the cities Brno, Budapest, Haifa;	1940; 1943, Tagebücher in tschechischer Sprache, Ort Ein Gev - 1939; 1940, Briefe in tschechischer Sprache an Kurt aus den Städten Brno, Budapest, Haifa;	1940; 1943, יומנים בשפה הצ'כית, המקום עין גב- 1939 ;1940, מכתבים בשפה הצ'כית אל קורט מהערים, Brno, Budapest, Haifa,;	Other	1940	Unknown	יומן|Diary|מכתב|Letter		EgoDocument
