item_id	parent	item_description	german_translation	english_translation	format	language	creation_date	publication_date	number_of_pages	documentary_form_type	production_technique_type	main_subject	record_state	title	item_class	document_type	creation_place	transkribus_doc_ids	transkribus_titles	transkribus_n_docs	transkribus_pages	transkribus_lines	transkribus_pages_final	transkribus_pages_gt	transkribus_pages_in_progress	transkribus_pages_new
IL-MTFN-001-G-F-0556-002-R0015	IL-MTFN-001-G-F-0556-002	1945, מכתבים אל אבי מאת האני Hanny מבת ים שמאוד שמחה שהוא בסדר (נלחם באירופה כנראה) וכמה שמחה יש פה (סוף המלחמה ?) Ihr seid doch unsere einzige Rettung und unser Stolz, ihr seid doch die einzigen Menschen die wenigstens Rache nehmen können. גרמנית, כתב יד.	1945, Briefe an meinen Vater von Hanny aus Bat Yam, die sehr froh ist, dass es ihm gut geht (kämpft wahrscheinlich in Europa) und wie viel Freude hier ist (Ende des Krieges?) Ihr seid doch unsere einzige Rettung und unser Stolz, ihr seid doch die einzigen Menschen die wenigstens Rache nehmen können. Deutsch, Handschrift.	1945, Letters to my father from Hanny from Bat Yam, who is very happy that he is okay (probably fighting in Europe) and how much joy there is here (end of the war?) You are our only salvation and our pride, you are the only people who can at least take revenge. German, handwritten.	Handwritten	German|Hebrew	1945				handwriting		original	Letters to Father from Hanny, 1945	EgoDocument	מכתב|Letter										
IL-MTFN-001-G-F-0556-002-R0016	IL-MTFN-001-G-F-0556-002	1946, מכתבים אל אבי מאת חברים בין היתר האני Hanny, גרמנית, כתב יד.	1946, Briefe an meinen Vater von Freunden, unter anderem Hanny, Deutsch, Handschrift.	1946, Letters to my father from friends, including Hanny, German, handwritten.	Handwritten	German	1946				handwriting		original	Letters to Father from Friends, 1946	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0556-002-R0017	IL-MTFN-001-G-F-0556-002	1947, מכתבים ומברק אל אבי מאנשים שונים, בין היתר סטלה, האני שכותבת על המצב המפחיד בעיר (תל אביב), גרמנית, כתב יד.	1947, Briefe und Telegramm an meinen Vater von verschiedenen Personen, darunter Stella, Hani, die über die beängstigende Situation in der Stadt (Tel Aviv) schreibt, Deutsch, Handschrift.	1947, Letters and telegram to my father from various people, including Stella, Hani who writes about the frightening situation in the city (Tel Aviv), German, handwritten.	Handwritten	German|Hebrew	1947				handwriting		original	Letters and Telegram to Father, 1947	Communication Document	מכתב|Letter|מברק|Telegram										
IL-MTFN-001-G-F-0556-002-R0018	IL-MTFN-001-G-F-0556-002	1939;1946, מכתבים בעברית, בין היתר מברק מאת סטלה שמודיע שהיא מתחתנת היום, כתב יד.	1939;1946, Briefe auf Hebräisch, unter anderem ein Telegramm von Stella, das mitteilt, dass sie heute heiratet, Handschrift.	1939;1946, letters in Hebrew, including a telegram from Stella announcing she is getting married today, handwritten.	Handwritten	Hebrew	1939	1946			handwriting		original	Letters in Hebrew, including a telegram from Stella	Communication Document	מכתב|Letter|מברק|Telegram										
IL-MTFN-001-G-F-0556-002-R0019	IL-MTFN-001-G-F-0556-002	1945, Fenyrals, מכתבים מאת בלומה Blume, אל אבי ברוך. הוא כנראה כתב לה איך הוא פגש את אחותו ואת העיר בה הוא התגורר לפני המלחמה, גרמנית, כתב יד.	1945, Fenyrals, Briefe von Blume an meinen Vater Baruch. Er schrieb ihr wahrscheinlich, wie er seine Schwester traf und die Stadt, in der er vor dem Krieg lebte, Deutsch, Handschrift.	1945, Fenyrals, letters from Blume to my father Baruch. He probably wrote to her about how he met his sister and the city where he lived before the war, German, handwritten.	Handwritten	German	1945				handwriting	Blume	original	Letters from Blume to Baruch, 1945	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0556-002-R0020	IL-MTFN-001-G-F-0556-002	2018, מכתב מאת היידי עפרון מארכיון קיבוץ גבעת חיים איחוד בקשר לעיזבון של אבי ברוך, עברית.	2018, Brief von Heidi Efron aus dem Archiv des Kibbuz Givat Chaim Ichud in Bezug auf den Nachlass von Avi Baruch, Hebräisch.	2018, Letter from Heidi Efron from the Givat Chaim Ichud Kibbutz Archive regarding the estate of Avi Baruch, Hebrew.	Typewritten	Hebrew	2018			yes	typewriting	Heidi Efron	original	Letter from Heidi Efron regarding Avi Baruch's estate	Communication Document	מכתב|Letter										
IL-MTFN-001-G-F-0557-001-R0001	IL-MTFN-001-G-F-0557-001	בלי תאריך, העתק של קורות חיים של מאייר שלוס Maier Schloss מהעיר אינגולשטאט Ingolstadt, גרמנית, מודפס	Ohne Datum, Kopie des Lebenslaufs von Maier Schloss aus der Stadt Ingolstadt, Deutsch, gedruckt	Undated, copy of the resume of Maier Schloss from the city of Ingolstadt, German, printed	Typewritten	German					typewriting	Maier Schloss	copy	Resume of Maier Schloss	EgoDocument	קורות חיים|Biography										
IL-MTFN-001-G-F-0557-001-R0002	IL-MTFN-001-G-F-0557-001	בלי תאריך, 2 דפים עם זיכרונות של עליזה דאור Alisa Douer, גרמנית, מודפס	Ohne Datum, 2 Seiten mit Erinnerungen von Alisa Douer, Deutsch, gedruckt	No date, 2 pages with memories of Alisa Douer, German, printed	Print	German			2		print	Alisa Douer	original	Memories of Alisa Douer	EgoDocument	רשימות|Personal Notes										
IL-MTFN-001-G-F-0557-001-R0003	IL-MTFN-001-G-F-0557-001	1998, רגבה, רעיון 4 דפים עם עליזה דאור Aliza Douer על Schlomo Siegfried Schloss und Schlomo Ben Meir Halevy, גרמנית, מודפס	1998, Regba, Idee 4 Seiten mit Aliza Douer über Schlomo Siegfried Schloss und Schlomo Ben Meir Halevy, Deutsch, gedruckt	1998, Regba, idea 4 pages with Aliza Douer about Schlomo Siegfried Schloss and Schlomo Ben Meir Halevy, German, printed	Print	German|גרמנית	1998		4		print	Aliza Douer	original	Discussion with Aliza Douer on Schlomo Siegfried Schloss and Schlomo Ben Meir Halevy	Communication Document	Letter|מכתב										
IL-MTFN-001-G-F-0557-001-R0004	IL-MTFN-001-G-F-0557-001	1986, מינכן München, רעיון עם אילזה שלוס Ilse Schloss על משפחתה 34 דפים, גרמנית, מודפס	1986, München, Idee mit Ilse Schloss über ihre Familie, 34 Seiten, Deutsch, gedruckt	1986, Munich, idea with Ilse Schloss about her family, 34 pages, German, printed	Print	German	1986		34		print	Ilse Schloss	original	Discussion with Ilse Schloss about her family	EgoDocument	Letter										
IL-MTFN-001-G-F-0557-001-R0005	IL-MTFN-001-G-F-0557-001	1899, העתק של ספר Sammelblatt des Literarischen Vereins in und für Ingolstadt	1899, Kopie des Buches Sammelblatt des Literarischen Vereins in und für Ingolstadt	1899, copy of the book Sammelblatt des Literarischen Vereins in und für Ingolstadt	Unknown	German	1899						copy	Copy of Sammelblatt des Literarischen Vereins in und für Ingolstadt	Creative Nonfiction	ספר|Book										
IL-MTFN-001-G-F-0557-001-R0006	IL-MTFN-001-G-F-0557-001	בלי תאריך, העתק של ספר Geschichte der Juden in Ingolstadt von 1900;1950, מודפס, גרמנית	Ohne Datum, Kopie des Buches Geschichte der Juden in Ingolstadt von 1900;1950, gedruckt, Deutsch	Without date, copy of the book History of the Jews in Ingolstadt from 1900;1950, printed, German	Print	German					print		copy	Copy of History of the Jews in Ingolstadt	Creative Nonfiction	ספר|Book										
IL-MTFN-001-G-F-0559-001-R0001	IL-MTFN-001-G-F-0559-001	ספרים; ca. 1940 Der verlorene Pfennig, gereimt und gezeichnet von Arpad Schmidthamer. Verlag von Jos. Scholz Mainz;	Bücher; ca. 1940 Der verlorene Pfennig, gereimt und gezeichnet von Arpad Schmidthamer. Verlag von Jos. Scholz Mainz;	Books; ca. 1940 The Lost Penny, rhymed and illustrated by Arpad Schmidthamer. Published by Jos. Scholz Mainz;	Print	German		1940			print	Arpad Schmidthamer	original	Der verlorene Pfennig by Arpad Schmidthamer	Creative Fiction	ספר|Book										
IL-MTFN-001-G-F-0559-001-R0002	IL-MTFN-001-G-F-0559-001	Hans Wundersam, ein Wintermärchen von Erst Kutzer, Werke von Adolf 2. Auflage 1920;	Hans Wundersam, ein Wintermärchen von Erst Kutzer, Werke von Adolf 2. Auflage 1920;	Hans Wundersam, a Winter's Tale by Erst Kutzer, Works by Adolf 2nd Edition 1920;	Print	German		1920			print		original	Hans Wundersam, ein Wintermärchen	Creative Fiction	ספר|Book										
IL-MTFN-001-G-F-0559-001-R0003	IL-MTFN-001-G-F-0559-001	Hans im Glück, Ein Märchen der Brüder Grimm, 1944, 1. Auflage;	Hans im Glück, Ein Märchen der Brüder Grimm, 1944, 1. Auflage;	Hans in Luck, A Fairy Tale by the Brothers Grimm, 1944, 1st Edition;	Print	German	1944	1944			print		original	Hans im Glück, 1st Edition	Creative Fiction	ספר|Book										
IL-MTFN-001-G-F-0559-001-R0004	IL-MTFN-001-G-F-0559-001	Kai aus der Kiste, eine ganz unglaubliche Geschichte, 1927;	Kai aus der Kiste, eine ganz unglaubliche Geschichte, 1927;	Kai from the Box, a quite incredible story, 1927;	Unknown	German	1927	1927					original	Kai aus der Kiste, 1927	Creative Fiction	Book										
IL-MTFN-001-G-F-0559-001-R0005	IL-MTFN-001-G-F-0559-001	Till Eulenspiegel, nacherzählt von Erich Kästner, mit vielen Bildern von Walter Trier, 1949;	Till Eulenspiegel, nacherzählt von Erich Kästner, mit vielen Bildern von Walter Trier, 1949;	Till Eulenspiegel, retold by Erich Kästner, with many pictures by Walter Trier, 1949;	Print	German		1949			print	Erich Kästner	original	Till Eulenspiegel by Erich Kästner	Creative Fiction	Book										
IL-MTFN-001-G-F-0559-001-R0006	IL-MTFN-001-G-F-0559-001	Der Struwwelpeter, erste schweizer Ausgabe, Neu bearbeitet nach Vorlagen von Dr. H Hoffmann;	Der Struwwelpeter, erste schweizer Ausgabe, Neu bearbeitet nach Vorlagen von Dr. H Hoffmann;	Der Struwwelpeter, first Swiss edition, newly revised according to templates by Dr. H Hoffmann;	Print	German					print	Dr. H Hoffmann	original	Der Struwwelpeter, Swiss Edition	Creative Fiction	ספר|Book										
IL-MTFN-001-G-F-0559-001-R0007	IL-MTFN-001-G-F-0559-001	Hoppe, hoppe, Reiter und andere bekannte Kinderverse;	Hoppe, hoppe, Reiter und andere bekannte Kinderverse;	Hoppe, hoppe, rider and other well-known children's verses;	Unknown	German							original	Hoppe, hoppe, Reiter und andere bekannte Kinderverse	Creative Fiction	Book										
IL-MTFN-001-G-F-0559-001-R0008	IL-MTFN-001-G-F-0559-001	Picasso von Maurice Raynal, Delphin Verlag München, 1921;	Picasso von Maurice Raynal, Delphin Verlag München, 1921;	Picasso by Maurice Raynal, Delphin Verlag Munich, 1921;	Print	German	1921	1921			print	Maurice Raynal	original	Picasso by Maurice Raynal, 1921	Creative Nonfiction	Book										
IL-MTFN-001-G-F-0559-001-R0009	IL-MTFN-001-G-F-0559-001	Hagada schel Pesach, mit Erläuterungen von Dr. M. Lehmann, J. Kauffmann Verlag, Frankfurt am Main 1920;	Haggada von Pessach, mit Erläuterungen von Dr. M. Lehmann, J. Kauffmann Verlag, Frankfurt am Main 1920;	Haggadah of Passover, with explanations by Dr. M. Lehmann, J. Kauffmann Publishing, Frankfurt am Main 1920;	Print	German		1920			print		original	Haggadah of Passover with Explanations	Creative Nonfiction	ספר|Book										
IL-MTFN-001-G-F-0559-001-R0010	IL-MTFN-001-G-F-0559-001	Fibel Gerda Stern, Staatsverlag für Lehrbücher und Pädagogik, Moskau 1948;	Fibel Gerda Stern, Staatsverlag für Lehrbücher und Pädagogik, Moskau 1948;	Primer Gerda Stern, State Publishing House for Textbooks and Pedagogy, Moscow 1948;	Print	German	1948	1948			print	Gerda Stern	original	Fibel by Gerda Stern, 1948	Creative Nonfiction	Book										
IL-MTFN-001-G-F-0559-001-R0011	IL-MTFN-001-G-F-0559-001	Sabbath;Lieder für Schule und Haus, Frank Rothschild/KB. Levy, J. Kauffmann Verlag / Frankfurt am Main 1934;	Sabbat; Lieder für Schule und Haus, Frank Rothschild/KB. Levy, J. Kauffmann Verlag / Frankfurt am Main 1934;	Sabbath; Songs for School and Home, Frank Rothschild/KB. Levy, J. Kauffmann Verlag / Frankfurt am Main 1934;	Print	German		1934			print		original	Sabbath Songs for School and Home	Creative Nonfiction	Book										
IL-MTFN-001-G-F-0559-001-R0012	IL-MTFN-001-G-F-0559-001	בלי תאריך, חוברת שירים של פריץ המבורגר Fritz Hamburger, מהעיר מינכן עם הכותרת Kameradenlieder בו שירים של התנוע הקומוניסטית;	Ohne Datum, Liederbuch von Fritz Hamburger aus der Stadt München mit dem Titel Kameradenlieder, mit Liedern der kommunistischen Bewegung.	Without date, songbook by Fritz Hamburger from the city of Munich with the title Kameradenlieder, containing songs of the communist movement.	Print	German					print	Fritz Hamburger	original	Kameradenlieder Songbook by Fritz Hamburger	Creative Nonfiction	חוברת|Booklet										
IL-MTFN-001-G-F-0559-001-R0013	IL-MTFN-001-G-F-0559-001	בלי תאריך, 2 מחשברות עם תווימ- nan	Ohne Datum, 2 Notizbücher mit Notizen - nan	Without date, 2 notebooks with notes - nan	Unknown	Unspecified							other	2 Notebooks with Notes	EgoDocument	פנקס|Notepad										
IL-MTFN-001-G-F-0560-001-R0001	IL-MTFN-001-G-F-0560-001	29;10;1910, ספר זיכרון Trauer;Gedenkbuch, של מ. ארמן M. Ermann, גרמנית, עברית	29;10;1910, Gedenkbuch Trauer;Gedenkbuch, von M. Ermann, Deutsch, Hebräisch	29;10;1910, Memory Book Trauer;Gedenkbuch, by M. Ermann, German, Hebrew	Unknown	German|Hebrew	1910-10-29					M. Ermann	original	Memory Book by M. Ermann	Memory Book	ספר זכרונות|Memory Book										
IL-MTFN-001-G-F-0560-001-R0002	IL-MTFN-001-G-F-0560-001	16.03.1916, ספר זיכרון Trauer;Gedenkbuch, של רוזה לוי Rosa Levi, גרמנית, עברית	16.03.1916, Erinnerungsbuch Trauer;Gedenkbuch, von Rosa Levi, Deutsch, Hebräisch	16.03.1916, Memory Book Trauer;Gedenkbuch, by Rosa Levi, German, Hebrew	Unknown	German|Hebrew	1916-03-16					Rosa Levi	original	Memory Book of Rosa Levi	Memory Book	ספר זכרונות|Memory Book										
IL-MTFN-001-G-F-0560-001-R0003	IL-MTFN-001-G-F-0560-001	1906, פרנקפורט Frankfurt, אישור תעודת לידה של הנס ארמן Hans Leo Erman גרמנית	1906, Frankfurt, Geburtsurkunde von Hans Leo Erman, Deutsch	1906, Frankfurt, Birth certificate of Hans Leo Erman, German	Unknown	German	1906					Hans Leo Erman	original	Birth Certificate of Hans Leo Erman, 1906	Certificate	תעודה|Certificate										
IL-MTFN-001-G-F-0560-001-R0004	IL-MTFN-001-G-F-0560-001	1921, פרנקפורט, תעודת בית ספר של בית הספר היהודי בפרנקפורט Hebräische Unterrichts;Anstalt der Israelitischen Gemeinde zu Frankfurt am Main. של הנס ארמן Hans Ermann, גרמנית	1921, Frankfurt, Schulzeugnis der jüdischen Schule in Frankfurt Hebräische Unterrichts;Anstalt der Israelitischen Gemeinde zu Frankfurt am Main. von Hans Ermann, Deutsch	1921, Frankfurt, School certificate of the Jewish school in Frankfurt Hebräische Unterrichts;Anstalt der Israelitischen Gemeinde zu Frankfurt am Main. of Hans Ermann, German	Unknown	Hebrew|German	1921			yes		Hans Ermann	original	1921 School Certificate of Hans Ermann	Certificate	תעודה|Certificate										
IL-MTFN-001-G-F-0560-001-R0005	IL-MTFN-001-G-F-0560-001	1934, פרנקפורט Frankfurt, ספר אילן יוחסין של משפחת ארמן Deutsches Einheits Familien;Stammbuch Ermann, גרמנית	1934, Frankfurt, Stammbaum der Familie Ermann, Deutsches Einheits Familien;Stammbuch Ermann, Deutsch	1934, Frankfurt, Family Tree Book of the Ermann Family, Deutsches Einheits Familien;Stammbuch Ermann, German	Print	German|גרמנית	1934				print	Ermann	original	Family Tree Book of the Ermann Family	EgoDocument	ספר|Book										
IL-MTFN-001-G-F-0560-001-R0006	IL-MTFN-001-G-F-0560-001	1914; 1918, צלב הברזל של לודויג ארמן Ludwig Ermann	1914; 1918, Eisernes Kreuz von Ludwig Ermann	1914; 1918, Iron Cross of Ludwig Ermann	Unknown	German	1914	1918				Ludwig Ermann	original	Iron Cross of Ludwig Ermann	Certificate	תעודה|Certificate										
IL-MTFN-001-G-F-0560-001-R0007	IL-MTFN-001-G-F-0560-001	1914;1918, תעודות צבאיות של לודויג ארמן, Militärpaß, Soldbuch, גרמנית	1914;1918, Militärdokumente von Ludwig Arman, Militärpass, Soldbuch, Deutsch	1914;1918, Military documents of Ludwig Arman, Military Pass, Soldier's Book, German	Unknown	German	1914	1918		yes	other	Ludwig Arman	original	Military Documents of Ludwig Arman	Certificate	תעודה|Certificate										
IL-MTFN-001-G-F-0560-001-R0008	IL-MTFN-001-G-F-0560-001	1937, לוח שנה עברי, מודפס בפרנקפורט גרמניה Frankfurt,, גרמנית, עברית	1937, Hebräischer Kalender, gedruckt in Frankfurt, Deutschland, Deutsch, Hebräisch	1937, Hebrew calendar, printed in Frankfurt, Germany, German, Hebrew	Print	Hebrew|German	1937				print		original	1937 Hebrew Calendar	Ephemera	לוח שנה|Calendar										
