item_id	parent	signals	title	english_translation	german_translation	item_description	language	creation_date	format	document_type	main_subject	item_class	max_year
IL-MTFN-001-G-F-0471-001-R0001	IL-MTFN-001-G-F-0471-001	memoir	Memoirs of Rudolf Moz from 1931/32	Rudolf Moz wrote his memoirs from the years 1931/32, 1700 pages. The memoirs were written in the years 1934;1944. Describes the period before Hitler's rise to power. Among other things: refers to Hitler, Hindenburg, the Communists. Expands on the Salamander shoe factory, which his family was among the founders and managers of. The material relates to activities in Germany and Europe. There is no mention of Israel.	Rudolf Moz schrieb seine Erinnerungen aus den Jahren 1931/32, 1700 Seiten. Die Erinnerungen wurden in den Jahren 1934;1944 geschrieben. Beschreibt die Zeit vor Hitlers Machtergreifung. Unter anderem: bezieht sich auf Hitler, Hindenburg, die Kommunisten. Erweitert über die Schuhfabrik Salamander, deren Mitbegründer und Manager seine Familie war. Das Material bezieht sich auf Aktivitäten in Deutschland und Europa. Es gibt keinen Hinweis auf Israel.	רודולף מוז כתב את זכרונותיו מהשנים 1931/32 1700 עמודים. את הזכרונות כתב בשנים 1934;1944. מתאר את התקופה טרום עליית היטלר לשלטון. בין היתר: מתייחס להיטלר להינדנבורג לקומוניסטים. מרחיב לכתוב על מפעל הנעליים סלמנדרה, שמשפחתו היתה בין המייסדים והמנהלים שלה. החומר מיוחס לפעילות בגרמניה ואירופה. אין איזכור לישראל.	German	1934	Unknown	רשימות|Personal Notes	Rudolf Moz	EgoDocument	1944
IL-MTFN-001-G-F-0474-001-R0001	IL-MTFN-001-G-F-0474-001	memoir	Memory Book by German Emigrant Girls	Memory book in which girls wrote between 1938 and 1941, no illustrations. The memories from 1940 were written by girls, emigrants from Germany to Australia.	Erinnerungsbuch, in dem Mädchen zwischen 1938 und 1941 schrieben, keine Illustrationen. Die Erinnerungen aus dem Jahr 1940 wurden von Mädchen geschrieben, die aus Deutschland nach Australien emigrierten.	"ספר זכרונות בו כתבו בנות בין השנים 1938; 1941, אין איורים. הזכרונות משנת 1940 נכתבו ע""י ילדות, מהגרות מגרמניה לאוסטרליה."	Hebrew|German	1940	Handwritten	ספר זכרונות|Memory Book		EgoDocument	1941
IL-MTFN-001-G-F-0474-001-R0004	IL-MTFN-001-G-F-0474-001	correspondence	Email Correspondence with Paula Boltman and Synagogue Photographs	The email correspondence with Paula Boltman; 1935, Hamburg, copies of photographs of the Papagoyen Synagogue, during the 250th anniversary celebrations of the synagogue.	Die Korrespondenz per E-Mail mit Paula Boltman; 1935, Hamburg, Kopien von Fotografien der Papagoyen-Synagoge, bei den 250-Jahr-Feierlichkeiten der Synagoge.	"ההתכתבות בדוא""ל עם פאולה בולטמן; 1935, המבורג Hamburg, העתקים של צילומים של בית כנסת Papagoyen Synagoge, בחגיגות 250 לבית הכנסת."	Hebrew|German	1935	Unknown	דוא׳ל|Email|תצלום|Photograph		Communication Document	1935
IL-MTFN-001-G-F-0478-001-R0002	IL-MTFN-001-G-F-0478-001	memoir,papers	זיכרונות גרטרוד מאייר	A printed collection, German, the memories of Gertrud Meyer from childhood, youth, and profession. The source for the printing is from the notes of Gertrud Meyer, found in her estate. Edited/printed in 1951. Total of 127 pages.	Eine gedruckte Sammlung, Deutsch, die Erinnerungen von Gertrud Meyer aus Kindheit, Jugend und Beruf. Die Quelle für den Druck sind aus den Notizen von Gertrud Meyer, die in ihrem Nachlass gefunden wurden. Die Bearbeitung/Druck von 1951. Insgesamt 127 Seiten.	"אסופה מודפסת, גרמנית, הזיכרונות של גרטרוד מאייר מהילדות, הנעורים והמקצוע. המקור להדפסה הם מתוך רשימותיה של גרטרוד מאייר, אשר נמצאו בעיזבונה. העריכה/הדפסה מ-1951. סה""כ 127 עמודים."	German		Print	מסמך מתורגם|Translated Document	גרטרוד מאייר	EgoDocument	1951
IL-MTFN-001-G-F-0478-007-R0001	IL-MTFN-001-G-F-0478-007	correspondence	Correspondence between Andreas Meyer and Peter Jaffe, November 1979	2 letters, correspondence between Andreas Meyer and his relative, Peter Jaffe. November 1979. German typewritten.	2 Briefe, Korrespondenz zwischen Andreas Meyer und seinem Verwandten, Peter Jaffe. November 1979. Deutsch Maschinenschrift.	2 מכתבים, התכתבות בין אנדראס מאייר וקרוב משפחתו, פטר יפה Peter Jaffe. נובמבר 1979. גרמנית הדפסה.	German	1979-11	Typewritten	מכתב|Letter		Communication Document	1979
IL-MTFN-001-G-F-0478-008-R0005	IL-MTFN-001-G-F-0478-008	memoir	Writing by Justus on Hermann Lietz's Book	19.10.1992 Writing by Justus referring to the book by Hermann Lietz, Life Memories. German, typewritten, 5 pages.	19.10.1992 Schreiben von Justus unter Bezugnahme auf das Buch von Hermann Lietz, Lebenserinnerungen. Deutsch, Maschinenschrift, 5 Seiten.	19.10.1992 כתיבה של יוסטוס תוך התייחסות לספרו של הרמן ליץ Hermann Lietz, זיכרונות חיים Lebenserinnerungen. גרמנית הדפסה, 5 עמודים.	German	1992-10-19	Typewritten	Letter	Hermann Lietz	EgoDocument	1992
IL-MTFN-001-G-F-0478-010-R0004	IL-MTFN-001-G-F-0478-010	correspondence	Correspondence between Otto Mayer and Jüdischer Kulturbund	June; September 1937 Correspondence between Otto Mayer and the Jewish Cultural Association Jüdischer Kulturbund in East Westphalia, following Otto Mayer's resignation as director of the association in Rheda.	Juni; September 1937 Korrespondenz zwischen Otto Mayer und dem jüdischen Kulturbund in Ostwestfalen, nach dem Rücktritt von Otto Mayer als Leiter des Bundes in Rheda.	יוני;ספטמבר 1937 התכתבות בין אוטו מאייר וחוג התרבות היהודי Jüdischer Kulturbund במזרח וסטפליה, בעקבות התפטרותו של אוטו מאייר מתפקידו כמנהל החוג ברדה Rheda.	German|Hebrew	1937	Unknown	מכתב|Letter	Otto Mayer	Communication Document	1937
IL-MTFN-001-G-F-0478-010-R0005	IL-MTFN-001-G-F-0478-010	correspondence	Correspondence with Otto Mayer regarding donations	5.7.1937 & 7.7.1937 Keren Hayesod, Cologne, Germany, thank Otto Mayer for his monthly donation of 5 RM and hope that he will continue the habit for the building of Palestine. Otto replies to them that he will continue to donate until his immigration to Palestine, provided the money is available.	5.7.1937 & 7.7.1937 Keren Hayesod, Köln, Deutschland, danken Otto Mayer für seine monatliche Spende von 5 RM und hoffen, dass er die Gewohnheit fortsetzt, um den Aufbau Palästinas zu unterstützen. Otto antwortet ihnen, dass er weiterhin spenden wird, bis er nach Palästina auswandert, vorausgesetzt, das Geld ist verfügbar.	5.7.1937 & 7.7.1937 קרן היסוד, קלן גרמניה, מודים לאוטו מאייר על תרומתו החודשית של 5 RM ומקווים שימשיך במנהג למען בנייתה של פלשתינה. אוטו עונה להם, שימשיך להעלות תרומה עד להגירתו לפלשתינה ובתנאי ,שהכסף יהיה מצוי בידו.	Hebrew|German	1937-07-07	Typewritten	מכתב|Letter	Otto Mayer	Communication Document	1937
IL-MTFN-001-G-F-0478-010-R0006	IL-MTFN-001-G-F-0478-010	correspondence	Correspondence between the Zionist Organization in Germany and Otto Mayer, 1937	"April; July 1937 Correspondence between the Zionist Organization in Germany and Otto Mayer, who was appointed by KKL as the local manager of ""Shekel"" in Rheda."	"April; Juli 1937 Korrespondenz zwischen der zionistischen Organisation in Deutschland und Otto Mayer, der von KKL zum lokalen Leiter von ""Shekel"" in Rheda ernannt wurde."	"אפריל; יולי 1937 התכתבות בין ההסתדרות הציונית בגרמניה ואוטו מאייר, אשר נבחר מטעם קק""ל למנהל המקומי של ""שקל"" ברדה Rheda."	Hebrew|German	1937-04	Unknown	מכתב|Letter	Otto Mayer	Communication Document	1937
IL-MTFN-001-G-F-0478-011-R0002	IL-MTFN-001-G-F-0478-011	correspondence	Correspondence with The South African Binjan Mortgage Co. Ltd	September 1946; April 1947 Correspondence with The South African Binjan Mortgage Co. Ltd; Haifa / South African Building Mortgage Company.	September 1946; April 1947 Korrespondenz mit The South African Binjan Mortgage Co. Ltd; Haifa / Südafrikanische Bauhypotheken-Gesellschaft.	ספטמבר 1946; אפריל 1947 התכתבות עם The South African Binjan Mortgage Co. Ltd; Haifa / חברת דרום אפריקה בנין למשכנתאות.	English|Hebrew	1946-09	Unknown	מכתב|Letter	The South African Binjan Mortgage Co. Ltd	Communication Document	1947
IL-MTFN-001-G-F-0483-008-R0014	IL-MTFN-001-G-F-0483-008	visit	Biography and Request by Avraham Frank	23.03.1939 by Avraham Frank. Avraham writes his biography, mentioning the schools he attended and requesting to be taught painting and carpentry. Handwritten, Hebrew.	23.03.1939 von Avraham Frank. Avraham schreibt seine Lebensgeschichte, mit Angabe der Schulen, die er besucht hat, und bittet um Unterricht in Malerei und Tischlerei. Handschrift, Hebräisch.	23.03.1939 מאת אברהם פרנק. אברהם כותב את קורות חייו, עם ציון בתי ספר בהם הוא למד ובקשה ללמדו ציור ונגרות. כתב יד, עברית.	Hebrew	1939-03-23	Handwritten	קורות חיים|Biography	Avraham Frank	EgoDocument	1939
IL-MTFN-001-G-F-0483-008-R0015	IL-MTFN-001-G-F-0483-008	visit	Abraham's Travel Description in the USA	Abraham describes a trip to famous sites in the USA with time indications such as hours and days. 2 pages, handwritten, German.	Abraham beschreibt eine Reise zu berühmten Orten in den USA mit Zeitangaben wie Stunden und Tagen. 2 Seiten, Handschrift, Deutsch.	"19.021.1951 אברהם מתאר נסיע לאתרים מפורסמים בארה""ב עם ציון זמנים כמו שעות וימים. 2 דפים, כתב יד, גרמנית."	German	1951-02-19	Handwritten	מכתב|Letter	אברהם	EgoDocument	1951
IL-MTFN-001-G-F-0483-009-R0003	IL-MTFN-001-G-F-0483-009	visit	Letters from Marita to Abraham Frank, 1950	1950 Marita to Abraham Frank, letters with personal content while they were in the USA and he was on business trips, handwritten, German.	1950 Marita an Abraham Frank, Briefe mit persönlichem Inhalt während ihres Aufenthalts in den USA und seiner Geschäftsreisen, Handschrift, Deutsch.	"1950 מריטה לאברהם פרנק, מכתבים עם תוכן אישי בזמן שהם שהו בארה""ב והוא היה בנסיעות מהעבודה, כתב יד, גרמנית."	German	1950	Handwritten	מכתב|Letter	Abraham Frank	EgoDocument	1950
IL-MTFN-001-G-F-0483-011-R0008	IL-MTFN-001-G-F-0483-011	memoir	Bar Mitzvah Memory Book 1969	1969 Bar Mitzvah memory book without inscription.	1969 Bar-Mizwa-Erinnerungsbuch ohne Beschriftung.	1969 ספר זיכרונות של בר מצווה בלי כיתוב.	Unspecified	1969	Unknown	ספר זכרונות|Memory Book		Memory Book	1969
IL-MTFN-001-G-F-0483-012-R0003	IL-MTFN-001-G-F-0483-012	memoir	Memories of Meli Yaros on Zvi Dushnitzki's Fall	Memories of Meli Yaros about the fall of Zvi Dushnitzki in the War of Independence; 1996	Erinnerungen von Meli Yaros über den Tod von Zvi Dushnitzki im Unabhängigkeitskrieg; 1996	זיכרונות של מלי ירוס על נפילתו של צבי דושניצקי במלחמת השחרור; ,1996	Hebrew	1996	Unknown	Testimony	Meli Yaros	EgoDocument	1996
IL-MTFN-001-G-F-0483-018-R0001	IL-MTFN-001-G-F-0483-018	visit	Pictures of Avraham Frank and Friends	"1944 – 1955 Pictures of Avraham Frank and friends on trips in the country, including a picture of the arrival of the immigrant ship ""The United Nations"" on 01.01.1948 on the shores of Nahariya."	"1944 – 1955 Bilder von Avraham Frank und Freunden auf Reisen im Land, darunter ein Bild der Ankunft des Einwanderungsschiffs ""Die Vereinten Nationen"" am 01.01.1948 an den Küsten von Nahariya."	"1944 – 1955 תמונות של אברהם פרנק וחברים בטיולים בארץ בין היתר תמונה של ההגעה אונית המעפילים ""האומות המאוחדות"" ב 01.01.1948 בחופי נהריה."	Unspecified		Visual Element	תצלום|Photograph	אברהם פרנק	Image	1955
IL-MTFN-001-G-F-0483-022-R0003	IL-MTFN-001-G-F-0483-022	correspondence	Correspondence with Schechter Institute on Passover Haggadot Sale	2008 Correspondence with the Schechter Institute for Jewish Studies about the sale of Passover Haggadot.	2008 Korrespondenz mit dem Schechter-Institut für Jüdische Studien über den Verkauf von Pessach-Haggadot.	2008 התכתבות עם מכון שכטר למדעי היהדות על מכירת הגדות של פסח.	Hebrew	2008	Unknown	מכתב|Letter	מכון שכטר למדעי היהדות	Communication Document	2008
IL-MTFN-001-G-F-0483-022-R0005	IL-MTFN-001-G-F-0483-022	visit	Personal Writing on Trip to Spain	25.08.1987 Personal writing about a trip to Spain, handwritten, Hebrew.	25.08.1987 Persönliches Schreiben über eine Reise nach Spanien, Handschrift, Hebräisch.	25.08.1987 כתיבה אישית על טיול בספרד, כתב יד, עברית.	Hebrew	1987-08-25	Handwritten	רשימות|Personal Notes		EgoDocument	1987
IL-MTFN-001-G-F-0489-001-R0002	IL-MTFN-001-G-F-0489-001	memoir	Seminar Paper by Miriam Peleg: Memories of Esther Kalwari	"Seminar paper, written by Miriam Peleg at the University of Haifa in 2005 with the title: ""Following a Manuscript in My Family: Memories of Esther Kalwari"". Hebrew typewritten."	"Seminararbeit, geschrieben von Miriam Peleg an der Universität Haifa im Jahr 2005 mit dem Titel: ""Auf den Spuren eines Manuskripts in meiner Familie: Erinnerungen an Esther Kalwari"". Hebräisch Maschinenschrift."	"עבודה סמינריונית, שכתבה מרים פלג באוניברסיטת חיפה ב-2005 עם הכותרת: ""בעקבות כתב-יד במשפחתי: זכרונות אסתר קלוורי"". עברית הדפסה."	Hebrew	2005	Typewritten	מסמך מתורגם|Translated Document	Esther Kalwari	EgoDocument	2005
